"","X","LPRin","LPRs"
"91","Mexico","CA",59154
"92","Mexico","TX",39145
"93","Mexico","FL",4425
"94","Mexico","NY",2626
"95","Mexico","WA.OR",6372
"96","Mexico","AZ.NM.NV.UT.CO",21540
"97","Mexico","MT.WY.ID.ND.SD.NE",2281
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",7687
"99","Mexico","LA.MS.AL.GA",5298
"100","Mexico","MN.WI.IL",13050
"101","Mexico","IN.MI.OH.WV",3934
"102","Mexico","SC.NC.VA",4877
"103","Mexico","MD.DC.DE.PA.NJ",3003
"104","Mexico","CT.RI.MA.NH.VT.ME",815
"105","Mexico","Other",327
"106","India","CA",13241
"107","India","TX",6086
"108","India","FL",2023
"109","India","NY",5077
"110","India","WA.OR",2311
"111","India","AZ.NM.NV.UT.CO",1558
"112","India","MT.WY.ID.ND.SD.NE",224
"113","India","KS.OK.MO.AR.IA.TN.KY",2455
"114","India","LA.MS.AL.GA",3373
"115","India","MN.WI.IL",5857
"116","India","IN.MI.OH.WV",3778
"117","India","SC.NC.VA",3872
"118","India","MD.DC.DE.PA.NJ",11668
"119","India","CT.RI.MA.NH.VT.ME",3095
"120","India","Other",69
"121","China","CA",25110
"122","China","TX",3663
"123","China","FL",2048
"124","China","NY",21790
"125","China","WA.OR",3177
"126","China","AZ.NM.NV.UT.CO",2233
"127","China","MT.WY.ID.ND.SD.NE",437
"128","China","KS.OK.MO.AR.IA.TN.KY",1991
"129","China","LA.MS.AL.GA",1971
"130","China","MN.WI.IL",3245
"131","China","IN.MI.OH.WV",2461
"132","China","SC.NC.VA",2535
"133","China","MD.DC.DE.PA.NJ",6629
"134","China","CT.RI.MA.NH.VT.ME",3639
"135","China","Other",843
