"","X","LPRin","LPRs"
"113","India","KS.OK.MO.AR.IA.TN.KY",4011
"114","India","LA.MS.AL.GA",4438
"115","India","MN.WI.IL",6880
"116","India","IN.MI.OH.WV",5663
"117","India","SC.NC.VA",6964
"118","India","MD.DC.DE.PA.NJ",15824
"119","India","CT.RI.MA.NH.VT.ME",5163
"120","India","Other",77
"121","China","CA",17705
"122","China","TX",2679
"123","China","FL",1037
"124","China","NY",7812
"125","China","WA.OR",3660
"126","China","AZ.NM.NV.UT.CO",1686
"127","China","MT.WY.ID.ND.SD.NE",252
"128","China","KS.OK.MO.AR.IA.TN.KY",1137
"129","China","LA.MS.AL.GA",1048
"130","China","MN.WI.IL",2135
"131","China","IN.MI.OH.WV",1855
"132","China","SC.NC.VA",1568
"133","China","MD.DC.DE.PA.NJ",4054
"134","China","CT.RI.MA.NH.VT.ME",2628
"135","China","Other",582
