,NaturalizedCountry2015,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
30,Bulgaria,2336,6,4,41,5,298,56,18,17,8,152,89,0,11,2,444,18,11,5,12,8,14,55,130,48,15,2,26,2,2,101,8,105,5,179,32,2,33,9,12,72,0,5,29,0,15,80,0,0,8,2,74,53,0,14,0,2
31,Burkina Faso,307,2,0,2,2,5,2,2,0,0,4,17,0,0,0,10,4,2,0,2,6,0,22,2,2,2,0,3,0,7,2,2,23,2,88,4,2,8,5,4,18,0,3,12,0,0,14,0,0,2,2,16,6,2,3,0,1
32,Burma,6045,9,0,122,4,494,98,31,4,4,134,182,0,9,19,184,661,175,88,72,22,3,249,48,84,475,2,82,2,184,18,4,45,5,726,294,0,115,142,65,112,0,4,25,51,92,480,2,0,120,15,71,97,7,112,0,3
33,Burundi,437,4,0,29,0,10,3,5,0,2,6,4,0,0,22,16,2,28,2,25,0,9,13,14,4,0,0,10,0,5,2,8,2,2,29,6,14,9,2,2,8,0,4,4,9,22,64,0,0,11,5,15,10,2,0,0,1
34,Cambodia,2878,8,3,34,20,888,36,36,2,7,71,83,0,11,3,35,11,15,20,40,19,22,30,364,22,106,9,6,0,0,21,10,14,2,55,43,2,39,11,30,154,0,60,17,0,18,179,0,0,25,0,65,216,2,14,0,2
35,Cameroon,3170,14,9,36,7,140,14,9,31,55,58,181,2,0,2,83,5,9,15,20,16,2,1036,135,49,113,3,20,0,10,18,4,52,5,112,43,3,100,51,6,57,0,3,55,2,9,413,3,0,10,0,102,14,8,23,2,4
36,Canada,9492,60,30,350,23,1358,275,150,14,23,1030,338,2,58,45,253,88,28,33,38,39,84,112,389,401,98,13,63,34,22,119,97,217,30,665,324,17,180,35,162,217,2,27,117,2,116,733,0,5,115,48,184,492,15,90,15,18
37,Cape Verde,1054,0,0,0,0,6,2,19,0,2,10,3,0,2,0,2,0,0,0,0,0,2,2,786,0,0,0,2,0,0,0,0,9,0,5,0,0,2,2,0,2,0,197,2,0,2,2,0,0,2,0,2,0,0,0,0,0
38,Cayman Islands,30,0,0,0,0,2,2,0,0,0,11,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0
39,Central African Republic,52,0,0,7,0,2,4,0,0,2,2,2,0,0,0,0,0,0,0,0,2,5,6,2,2,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,0,0,0,0,2,2,0,0,2,0,3,2,0,0,0,1
40,Chad,84,0,0,3,0,3,2,2,2,0,2,0,0,0,0,2,10,0,0,2,0,0,11,0,0,0,0,2,0,2,0,0,8,0,15,2,0,0,2,2,3,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0
41,Chile,1486,4,2,19,2,195,32,28,2,5,366,43,0,3,0,24,7,6,2,0,3,2,50,44,6,11,2,3,2,2,15,2,82,5,162,34,2,11,2,18,46,13,3,9,2,8,78,0,0,55,2,35,35,2,5,0,2
42,"China, People's Republic",31241,112,20,242,45,8890,302,292,56,34,673,591,29,253,38,828,156,64,84,74,108,25,680,1322,328,211,64,174,10,33,331,42,840,41,8795,385,16,390,115,302,909,20,60,189,9,179,1434,5,8,94,16,477,609,33,168,6,30
43,Colombia,17207,55,6,109,16,994,98,348,22,40,6466,681,0,15,7,259,56,15,14,27,55,7,232,522,44,32,16,40,6,22,92,35,1746,16,2200,326,2,81,49,33,249,116,126,224,4,84,1102,5,2,87,4,264,77,7,44,2,26
44,Comoros,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
45,"Congo, Democratic Republic",1490,8,2,49,0,61,41,26,0,5,25,80,0,2,19,120,8,38,5,67,5,20,88,69,8,18,0,28,0,5,4,15,5,3,98,114,11,29,4,13,36,0,2,5,13,14,215,2,0,16,6,45,35,2,7,0,2
46,"Congo, Republic",473,3,4,32,0,14,18,8,0,2,11,11,0,0,6,25,4,7,3,7,3,4,14,17,8,2,0,8,0,16,5,0,8,2,53,27,8,13,6,0,14,0,2,2,2,14,55,0,0,8,5,10,12,0,2,2,1
47,Cook Islands,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Costa Rica,1633,8,0,22,3,178,18,35,3,7,317,64,0,3,2,23,7,2,2,4,10,3,23,44,10,2,2,2,0,2,11,2,290,3,138,85,0,14,6,9,36,7,2,33,2,21,106,0,0,13,3,35,18,0,7,0,1
49,Cote d'Ivoire,1078,6,0,12,2,46,14,14,7,3,18,74,0,2,0,23,12,4,2,0,3,2,104,29,13,22,0,3,0,5,2,0,49,0,300,28,2,42,5,2,49,0,6,22,2,8,70,3,0,4,2,39,16,3,7,0,2
50,Croatia,563,2,0,25,0,61,8,6,4,2,51,22,0,2,2,46,12,9,4,3,2,5,10,13,10,5,0,13,0,2,14,3,23,2,63,11,0,44,2,3,12,0,0,2,2,6,26,0,0,10,0,7,4,0,16,2,0
51,Cuba,25770,18,2,133,5,288,27,32,4,6,21758,197,0,7,2,87,13,10,11,222,82,2,27,37,49,13,10,49,2,62,412,4,421,52,307,110,3,23,15,88,113,143,6,57,0,68,633,0,2,12,0,84,38,0,19,2,7
52,Curacao,17,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
53,Cyprus,107,2,0,3,0,18,2,2,0,2,9,3,0,0,0,0,0,0,2,0,0,0,2,10,4,2,2,2,0,0,2,2,2,0,28,2,0,2,2,0,4,0,2,2,0,2,2,0,0,0,0,2,4,0,0,0,0
54,Czech Republic,733,9,4,11,3,107,32,12,2,3,119,18,0,2,0,77,4,2,2,5,3,2,14,28,8,7,2,4,2,2,5,2,17,2,71,29,0,15,8,5,22,0,2,6,0,7,12,0,0,5,2,12,26,2,3,2,1
55,Czechoslovakia (former),371,5,0,11,2,49,28,4,2,2,44,8,2,2,0,20,6,2,2,2,0,2,8,9,4,3,2,3,2,2,2,2,18,3,45,12,0,4,2,4,8,0,0,4,0,7,16,0,0,2,2,3,13,2,3,2,2
56,Denmark,243,2,0,8,2,46,3,9,0,2,23,16,0,2,2,5,0,2,0,0,2,2,13,6,4,2,0,2,2,0,0,2,11,0,25,6,0,4,0,5,8,0,2,2,0,8,10,2,0,2,0,6,4,0,2,0,0
57,Djibouti,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,4,0,2,0,0
58,Dominica,653,2,2,2,2,10,0,11,0,0,97,31,0,0,0,6,2,0,0,2,2,0,13,31,2,2,2,4,0,0,2,3,52,0,157,10,0,4,4,0,10,2,2,8,0,2,48,0,124,2,0,5,2,2,2,0,1
59,Dominican Republic,26665,12,27,38,9,114,22,439,36,41,2537,224,0,2,0,81,31,5,7,12,81,10,240,2284,55,15,9,23,0,7,30,72,3669,4,11463,239,2,105,17,7,1271,2017,696,65,0,32,201,3,180,38,3,115,19,7,29,2,18
60,East Timor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Ecuador,7664,12,2,42,4,391,26,362,19,4,1164,101,0,7,3,210,17,7,10,14,25,4,103,98,12,58,4,18,0,6,31,7,1365,9,2716,139,2,28,11,11,121,18,11,52,0,13,199,3,0,58,0,102,25,4,7,2,8
62,Egypt,5693,15,2,43,7,990,23,50,16,13,309,55,0,5,2,135,32,7,7,14,21,2,73,193,67,64,8,17,2,5,9,12,1031,4,848,117,0,100,7,37,247,2,7,34,2,355,276,0,0,8,9,315,60,11,22,0,7
63,El Salvador,16930,18,9,123,128,6603,116,62,13,141,573,294,2,5,5,81,48,63,50,22,42,4,1149,467,23,58,9,47,2,75,284,6,417,14,1294,263,2,37,32,63,73,20,38,48,8,69,2689,2,2,129,0,1030,129,7,22,3,21
64,Equatorial Guinea,14,0,0,3,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
65,Eritrea,1494,5,0,44,0,276,47,3,3,28,12,80,0,0,5,39,21,21,3,12,5,2,98,32,5,47,0,20,0,6,50,0,9,2,38,29,3,59,12,14,23,0,5,2,16,13,174,0,0,14,0,100,115,0,3,0,0
66,Estonia,208,0,0,3,0,34,4,4,0,0,28,6,0,2,2,10,3,2,0,0,0,2,2,10,2,3,0,2,0,2,2,0,10,0,29,2,0,8,0,6,3,0,0,2,2,0,6,0,0,0,2,3,15,0,3,0,0
67,Ethiopia,8312,17,4,87,2,860,419,14,4,346,95,589,0,2,7,144,46,53,56,33,13,17,1054,195,46,501,7,79,2,25,300,2,52,5,153,106,9,207,33,103,134,0,4,29,72,124,737,2,2,22,2,881,576,16,17,0,11
68,Falkland Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Fiji,850,0,0,3,0,646,2,2,0,0,8,3,2,8,0,7,2,0,3,0,2,2,4,2,3,4,0,2,0,0,4,0,3,2,3,4,0,6,2,29,2,0,0,4,0,0,8,2,0,6,0,2,76,0,0,0,1
70,Finland,301,2,4,7,0,76,3,4,2,2,31,17,0,3,2,6,2,0,2,0,2,3,5,8,2,4,0,2,0,2,2,0,3,5,18,10,0,2,2,6,3,0,0,4,2,2,29,0,0,5,2,11,8,0,3,2,0
71,France,2784,8,0,33,0,636,37,59,4,19,329,68,2,12,4,62,11,4,8,6,10,7,61,128,44,36,6,16,2,6,38,9,88,15,416,49,2,27,7,21,63,6,9,19,2,12,177,0,3,19,7,84,73,2,12,2,4
72,French Polynesia,14,0,0,0,0,4,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
73,Gabon,89,0,0,2,0,7,0,2,0,2,2,5,0,0,0,2,2,0,0,2,0,0,11,0,2,2,0,2,0,0,2,2,2,0,8,4,0,6,2,0,0,0,7,0,0,0,17,0,0,2,0,2,2,2,0,2,0
74,Gambia,685,8,5,5,0,12,5,2,2,2,9,79,0,0,0,6,2,2,3,7,2,0,49,2,14,18,2,3,0,2,2,0,9,0,162,44,0,24,2,4,16,0,19,8,0,17,39,2,0,2,0,15,61,0,23,0,2
75,Georgia,1027,2,0,4,2,156,11,16,3,2,41,23,0,0,2,29,2,4,2,2,2,0,34,10,4,3,0,3,0,2,7,2,113,3,395,13,0,13,0,7,47,0,2,6,0,3,19,0,0,4,0,19,19,0,2,2,0
76,Germany,4380,59,12,104,11,760,137,58,13,17,383,179,0,30,15,108,42,24,21,44,33,13,99,134,141,41,10,34,13,13,42,19,120,29,306,150,6,86,34,72,119,2,8,80,5,61,304,5,3,21,11,136,140,6,34,2,30
77,Ghana,6033,19,2,26,11,171,79,163,56,11,86,339,0,5,3,243,24,6,19,20,11,2,491,346,26,78,6,29,2,8,9,6,518,6,1366,144,8,354,77,12,146,0,25,107,0,49,306,3,0,12,8,502,37,11,31,2,12
78,Gibraltar,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Greece,867,0,2,11,0,94,12,36,5,2,67,10,2,2,0,67,14,2,4,3,3,0,27,74,24,3,0,2,0,2,7,14,44,2,178,7,0,29,2,2,33,2,6,5,2,5,30,0,0,3,0,20,8,2,5,0,3
80,Grenada,664,0,0,2,0,12,2,6,2,0,54,15,0,0,0,4,3,0,2,3,2,2,21,6,3,0,0,0,0,0,0,0,21,0,426,3,0,3,2,2,8,2,0,10,0,2,29,2,8,0,2,10,2,0,0,0,1
81,Guam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Guatemala,9344,35,7,168,38,3932,75,123,24,21,594,216,0,6,16,257,32,37,30,19,47,3,230,340,19,50,12,34,2,105,164,3,320,22,512,101,2,33,53,109,75,10,237,30,15,62,690,0,0,105,5,204,85,2,20,3,11
83,Guinea,999,5,0,2,2,11,6,11,3,2,5,63,0,2,0,15,21,2,0,3,2,0,84,30,16,12,3,2,0,2,3,2,21,0,466,12,2,47,0,2,62,0,6,7,0,9,29,0,0,2,0,21,9,2,3,0,1
84,Guinea-Bissau,29,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,2,0,0,5,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0
85,Guyana,5162,9,2,13,2,50,14,101,14,12,450,144,0,3,0,31,5,3,3,2,2,2,135,39,9,54,2,7,0,0,8,2,388,2,3362,26,0,29,7,2,77,0,2,40,2,16,54,0,7,3,0,21,5,4,0,2,3
86,Haiti,14053,16,2,27,0,81,15,324,80,6,6800,268,0,3,0,100,17,3,7,24,41,7,170,1446,21,8,2,27,0,5,11,13,984,2,2670,61,2,37,23,11,357,9,57,79,0,20,65,4,25,16,2,69,15,3,5,0,17
87,Honduras,5039,13,2,28,20,680,40,43,9,13,1070,147,0,5,3,82,34,17,20,8,205,2,129,119,18,20,10,29,2,17,40,7,262,4,592,145,0,36,31,14,43,12,14,55,3,57,681,2,0,24,2,178,33,3,12,2,7
88,Hong Kong,1716,7,2,19,2,676,11,16,3,4,43,20,2,31,3,41,4,2,5,3,11,0,44,90,14,12,2,6,0,2,25,3,61,0,253,17,0,11,2,15,31,3,3,4,0,7,105,2,3,7,0,22,67,0,5,0,0
89,Hungary,941,5,2,10,2,157,28,25,2,2,206,14,0,5,0,30,5,2,0,2,3,2,13,18,12,6,2,9,2,2,13,2,55,3,131,12,2,23,2,10,18,0,2,6,0,8,35,2,0,5,0,20,21,0,10,2,3
90,Iceland,88,0,2,2,0,11,5,2,0,0,12,5,0,0,0,0,0,0,0,2,2,2,0,6,2,2,0,2,0,0,2,3,0,2,5,3,0,5,2,0,0,0,3,0,0,0,2,0,0,0,0,2,4,0,2,0,3
91,India,42213,308,9,505,109,9351,316,626,175,33,1323,1978,2,21,21,2562,406,99,209,165,167,27,1095,1289,1029,316,105,265,2,59,159,128,4349,48,2964,911,25,869,206,271,1656,3,48,261,12,438,4334,2,6,103,18,1524,938,31,294,10,34
92,Indonesia,1743,12,3,32,8,679,51,14,2,6,48,60,2,14,5,29,12,3,8,4,5,2,36,18,10,10,6,8,0,3,19,27,44,2,132,16,2,18,20,21,79,0,3,7,2,11,128,2,0,5,0,35,67,2,5,5,5
93,Iran,10344,19,4,150,4,6323,78,40,7,21,221,228,0,8,12,169,23,5,26,25,11,10,331,153,55,25,2,16,0,11,115,7,96,15,329,60,2,75,60,80,64,2,4,23,0,80,755,0,0,53,2,323,172,14,29,0,9
94,Iraq,14899,36,2,862,12,3263,215,78,2,6,275,200,0,8,109,958,67,91,50,167,46,153,140,411,3016,121,4,205,2,126,59,51,84,50,439,200,33,260,30,128,240,0,8,38,22,340,1288,0,0,145,8,487,244,7,91,2,22
95,Ireland,1375,6,0,14,2,190,17,33,4,3,76,33,0,3,4,54,4,2,2,11,4,5,21,226,17,9,2,2,2,0,9,11,69,4,315,12,0,7,2,12,55,0,3,7,0,12,51,0,0,7,2,22,29,0,4,0,0
96,Israel,3182,7,2,51,2,798,19,23,6,8,352,70,2,6,2,107,17,7,3,7,17,2,74,94,34,7,2,16,0,2,64,5,201,3,721,37,2,46,8,11,72,3,2,16,0,15,147,0,2,5,3,34,41,0,11,0,2
97,Italy,2760,16,0,28,2,426,23,69,8,18,333,48,2,10,4,101,8,3,7,6,3,2,58,150,89,6,3,10,4,2,21,6,205,10,568,42,0,51,6,10,124,4,16,17,2,17,89,2,0,13,0,63,32,3,10,0,11
98,Jamaica,16566,55,7,65,2,249,43,944,68,29,4446,885,0,5,2,199,25,3,14,14,28,31,518,452,60,22,38,50,2,9,20,22,975,4,5646,157,2,93,50,10,431,0,25,217,2,28,284,2,12,9,9,202,32,13,28,2,29
99,Japan,1858,12,0,41,4,644,18,19,2,7,40,53,11,166,4,43,11,6,5,6,5,4,37,42,25,7,5,10,0,3,39,2,47,4,186,29,2,30,6,25,21,0,2,5,2,20,49,2,0,20,2,56,69,0,4,0,10
100,Jordan,2461,27,0,32,6,353,23,25,5,4,137,26,0,2,2,272,27,4,18,14,70,2,22,47,128,16,8,33,0,2,9,2,137,14,144,79,2,158,13,11,65,7,3,16,2,46,271,2,7,12,2,88,25,9,31,0,6
101,Kazakhstan,819,4,2,5,0,138,18,3,2,4,44,13,0,0,2,22,2,2,3,3,3,5,21,37,6,17,0,10,2,2,7,3,30,2,132,19,0,19,2,31,36,0,2,7,0,6,41,0,0,3,0,30,74,2,8,0,2
102,Kenya,4738,114,2,69,8,352,62,18,90,5,102,336,2,4,10,76,62,57,123,26,17,22,266,346,41,282,5,96,2,28,21,19,200,5,140,158,15,98,83,26,138,0,7,61,6,44,691,2,2,16,9,109,221,4,29,6,7
103,Kiribati,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"Korea, North",23,0,0,2,0,10,2,0,0,2,0,2,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0
105,"Korea, South",14230,147,28,119,24,4406,223,80,27,19,223,831,56,194,14,505,76,16,24,24,34,5,516,258,181,53,13,69,2,13,117,9,1109,13,1537,176,10,144,93,108,383,2,11,119,8,99,795,6,2,65,2,728,441,6,24,2,45
106,Kosovo,547,2,0,11,4,5,3,42,0,2,23,15,0,0,4,32,0,2,0,11,0,0,3,8,31,3,0,4,0,2,9,0,31,0,197,9,0,3,5,2,22,0,2,0,2,12,30,0,0,2,0,13,3,0,3,2,0
107,Kuwait,819,12,2,16,2,103,16,10,2,2,55,26,0,2,3,41,8,0,4,12,20,11,12,21,25,11,2,8,0,2,10,2,27,3,59,27,2,40,4,9,17,0,0,3,2,17,112,0,0,8,0,25,14,4,9,0,2
