"","X","NATZin","NATZs"
"52","N.Amer. Other","MT.WY.ID.ND.SD.NE",736
"53","N.Amer. Other","KS.OK.MO.AR.IA.TN.KY",3705
"54","N.Amer. Other","LA.MS.AL.GA",3903
"55","N.Amer. Other","MN.WI.IL",1882
"56","N.Amer. Other","IN.MI.OH.WV",2422
"57","N.Amer. Other","SC.NC.VA",5681
"58","N.Amer. Other","MD.DC.DE.PA.NJ",18587
"59","N.Amer. Other","CT.RI.MA.NH.VT.ME",11467
"60","N.Amer. Other","Other",3195
"61","Oceania","CA",1550
"62","Oceania","TX",218
"63","Oceania","FL",169
"64","Oceania","NY",263
"65","Oceania","WA.OR",4
"66","Oceania","AZ.NM.NV.UT.CO",290
"67","Oceania","MT.WY.ID.ND.SD.NE",51
"68","Oceania","KS.OK.MO.AR.IA.TN.KY",158
"69","Oceania","LA.MS.AL.GA",16
"70","Oceania","MN.WI.IL",117
"71","Oceania","IN.MI.OH.WV",62
"72","Oceania","SC.NC.VA",19
"73","Oceania","MD.DC.DE.PA.NJ",140
"74","Oceania","CT.RI.MA.NH.VT.ME",100
"75","Oceania","Other",250
"76","S.Amer.","CA",6066
"77","S.Amer.","TX",4353
"78","S.Amer.","FL",22072
"79","S.Amer.","NY",11099
"80","S.Amer.","WA.OR",877
"81","S.Amer.","AZ.NM.NV.UT.CO",2401
"82","S.Amer.","MT.WY.ID.ND.SD.NE",230
"83","S.Amer.","KS.OK.MO.AR.IA.TN.KY",1234
"84","S.Amer.","LA.MS.AL.GA",1870
"85","S.Amer.","MN.WI.IL",1544
"86","S.Amer.","IN.MI.OH.WV",1137
"87","S.Amer.","SC.NC.VA",3573
"88","S.Amer.","MD.DC.DE.PA.NJ",9518
"89","S.Amer.","CT.RI.MA.NH.VT.ME",5473
"90","S.Amer.","Other",1214
"91","Mexico","CA",45960
"92","Mexico","TX",24621
"93","Mexico","FL",3112
"94","Mexico","NY",1660
"95","Mexico","WA.OR",3793
"96","Mexico","AZ.NM.NV.UT.CO",13266
"97","Mexico","MT.WY.ID.ND.SD.NE",1081
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",3992
"99","Mexico","LA.MS.AL.GA",2253
"100","Mexico","MN.WI.IL",5420
"101","Mexico","IN.MI.OH.WV",2153
"102","Mexico","SC.NC.VA",2293
"103","Mexico","MD.DC.DE.PA.NJ",1737
"104","Mexico","CT.RI.MA.NH.VT.ME",604
"105","Mexico","Other",1323
"106","India","CA",11319
"107","India","TX",7028
"108","India","FL",1956
"109","India","NY",3365
"110","India","WA.OR",2563
"111","India","AZ.NM.NV.UT.CO",1742
"112","India","MT.WY.ID.ND.SD.NE",239
"113","India","KS.OK.MO.AR.IA.TN.KY",1831
"114","India","LA.MS.AL.GA",2350
"115","India","MN.WI.IL",4037
"116","India","IN.MI.OH.WV",3215
"117","India","SC.NC.VA",3699
"118","India","MD.DC.DE.PA.NJ",10402
"119","India","CT.RI.MA.NH.VT.ME",2932
"120","India","Other",362
"121","China","CA",10197
"122","China","TX",1629
"123","China","FL",674
"124","China","NY",5892
"125","China","WA.OR",1516
"126","China","AZ.NM.NV.UT.CO",860
"127","China","MT.WY.ID.ND.SD.NE",147
"128","China","KS.OK.MO.AR.IA.TN.KY",646
"129","China","LA.MS.AL.GA",511
"130","China","MN.WI.IL",1088
"131","China","IN.MI.OH.WV",864
"132","China","SC.NC.VA",878
"133","China","MD.DC.DE.PA.NJ",2421
"134","China","CT.RI.MA.NH.VT.ME",1438
"135","China","Other",466
