"","X","LPRin","LPRs"
"61","Oceania","CA",1295
"62","Oceania","TX",223
"63","Oceania","FL",133
"64","Oceania","NY",434
"65","Oceania","WA.OR",360
"66","Oceania","AZ.NM.NV.UT.CO",208
"67","Oceania","MT.WY.ID.ND.SD.NE",39
"68","Oceania","KS.OK.MO.AR.IA.TN.KY",122
"69","Oceania","LA.MS.AL.GA",95
"70","Oceania","MN.WI.IL",168
"71","Oceania","IN.MI.OH.WV",159
"72","Oceania","SC.NC.VA",105
"73","Oceania","MD.DC.DE.PA.NJ",197
"74","Oceania","CT.RI.MA.NH.VT.ME",129
"75","Oceania","Other",138
"76","S.Amer.","CA",4911
"77","S.Amer.","TX",4583
"78","S.Amer.","FL",18034
"79","S.Amer.","NY",8590
"80","S.Amer.","WA.OR",979
"81","S.Amer.","AZ.NM.NV.UT.CO",2658
"82","S.Amer.","MT.WY.ID.ND.SD.NE",277
"83","S.Amer.","KS.OK.MO.AR.IA.TN.KY",1589
"84","S.Amer.","LA.MS.AL.GA",2056
"85","S.Amer.","MN.WI.IL",2275
"86","S.Amer.","IN.MI.OH.WV",2018
"87","S.Amer.","SC.NC.VA",2878
"88","S.Amer.","MD.DC.DE.PA.NJ",6355
"89","S.Amer.","CT.RI.MA.NH.VT.ME",4476
"90","S.Amer.","Other",462
"91","Mexico","CA",30166
"92","Mexico","TX",24358
"93","Mexico","FL",2627
"94","Mexico","NY",1952
"95","Mexico","WA.OR",3749
"96","Mexico","AZ.NM.NV.UT.CO",12672
"97","Mexico","MT.WY.ID.ND.SD.NE",1234
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",4700
"99","Mexico","LA.MS.AL.GA",2734
"100","Mexico","MN.WI.IL",7516
"101","Mexico","IN.MI.OH.WV",2950
"102","Mexico","SC.NC.VA",2967
"103","Mexico","MD.DC.DE.PA.NJ",1887
"104","Mexico","CT.RI.MA.NH.VT.ME",558
"105","Mexico","Other",255
"106","India","CA",9569
"107","India","TX",5057
"108","India","FL",1417
"109","India","NY",2663
"110","India","WA.OR",2182
"111","India","AZ.NM.NV.UT.CO",1349
"112","India","MT.WY.ID.ND.SD.NE",204
"113","India","KS.OK.MO.AR.IA.TN.KY",1924
"114","India","LA.MS.AL.GA",2376
"115","India","MN.WI.IL",3918
"116","India","IN.MI.OH.WV",2946
"117","India","SC.NC.VA",2944
"118","India","MD.DC.DE.PA.NJ",7586
"119","India","CT.RI.MA.NH.VT.ME",2180
"120","India","Other",48
"121","China","CA",15383
"122","China","TX",2141
"123","China","FL",855
"124","China","NY",7452
"125","China","WA.OR",2392
"126","China","AZ.NM.NV.UT.CO",1299
"127","China","MT.WY.ID.ND.SD.NE",162
"128","China","KS.OK.MO.AR.IA.TN.KY",864
"129","China","LA.MS.AL.GA",889
"130","China","MN.WI.IL",1852
"131","China","IN.MI.OH.WV",1354
"132","China","SC.NC.VA",1223
"133","China","MD.DC.DE.PA.NJ",3159
"134","China","CT.RI.MA.NH.VT.ME",1951
"135","China","Other",507
