,NaturalizedCountry2019,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
107,Kosovo,597,2,2,6,3,9,8,19,0,2,33,23,0,0,2,30,2,11,0,6,3,2,3,10,48,6,2,3,0,0,2,2,27,2,188,10,2,2,13,4,14,0,0,4,0,2,50,3,0,2,0,18,4,0,17,0,5
108,Kuwait,1111,13,0,22,0,142,7,7,2,0,64,25,0,2,0,72,13,10,10,17,16,16,14,41,62,12,2,11,0,0,4,3,50,2,51,31,2,46,6,14,24,2,0,10,0,21,143,2,2,20,0,52,22,0,10,0,21
109,Kyrgyzstan,534,0,2,3,0,79,9,3,0,0,25,9,0,2,2,77,4,2,3,2,3,2,5,15,2,10,0,3,0,2,3,0,14,0,79,4,2,19,0,16,26,0,0,7,0,3,24,2,0,5,0,22,36,2,3,2,7
110,Laos,2303,10,32,17,49,500,30,29,2,0,44,79,0,13,11,33,9,41,35,6,7,3,11,15,41,459,2,14,2,6,16,3,2,0,13,113,0,18,23,34,21,0,17,14,2,68,94,2,0,20,2,19,50,2,245,0,31
111,Latvia,365,2,3,7,0,52,11,5,2,0,39,9,0,2,0,36,2,2,0,2,2,0,9,9,5,6,2,4,2,0,2,3,9,0,58,6,0,6,3,2,8,0,0,4,0,4,16,2,0,4,0,11,9,0,6,0,5
112,Lebanon,2683,10,2,38,2,388,12,21,2,14,155,43,0,5,0,52,18,8,7,7,12,2,31,166,660,31,2,12,0,2,11,15,64,3,151,53,3,98,15,9,46,2,8,18,0,17,267,2,0,8,0,86,38,5,8,2,58
113,Lesotho,18,0,0,0,0,0,0,2,0,2,2,2,0,0,0,2,2,2,0,2,0,0,3,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
114,Liberia,3334,5,0,36,3,48,26,18,46,9,33,163,0,2,4,34,45,132,5,31,2,0,223,99,33,490,2,29,2,6,11,10,185,2,149,158,68,96,17,5,595,0,88,7,31,26,171,0,0,7,2,74,16,4,11,0,79
115,Libya,447,4,2,6,2,43,21,9,2,0,28,23,0,2,7,9,9,9,2,9,0,0,4,7,12,8,2,9,0,5,3,2,11,0,22,13,0,26,0,13,11,0,0,2,0,2,45,0,0,13,4,16,17,0,9,2,8
116,Liechtenstein,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
117,Lithuania,885,2,0,5,2,73,21,9,0,0,83,25,0,3,0,342,8,2,3,0,2,2,12,26,11,8,2,2,2,2,9,2,32,2,74,16,2,4,2,2,24,2,2,6,0,9,18,0,0,5,0,16,7,0,4,0,10
118,Luxembourg,23,2,0,2,0,2,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0
119,Macau,92,0,2,0,0,45,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,2,0,11,2,0,0,0,0,2,0,0,0,0,0,8,0,0,2,0,0,4,0,0,0,2
120,Madagascar,63,0,0,2,0,4,3,0,2,2,4,0,0,0,0,0,0,2,2,0,2,0,7,2,0,2,0,2,0,0,0,0,3,0,4,0,0,2,0,2,0,0,0,0,0,3,3,0,0,2,0,8,3,0,0,0,4
121,Malawi,120,3,0,2,2,7,2,0,0,0,3,7,0,0,2,5,16,0,0,3,0,0,7,2,10,4,0,2,0,2,0,0,4,0,2,4,0,2,2,0,2,0,0,2,0,2,16,0,0,0,0,2,5,2,3,0,2
122,Malaysia,1406,11,2,28,3,317,20,11,0,2,42,62,0,12,3,53,7,13,13,9,2,0,26,17,19,24,4,10,2,2,15,5,47,4,213,24,2,17,14,15,25,0,3,4,2,4,170,2,2,9,0,29,54,0,15,2,20
123,Maldives,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
124,Mali,446,0,0,0,0,7,9,3,0,2,3,15,0,2,0,12,15,2,2,2,2,0,58,5,10,2,0,4,0,2,0,0,11,0,130,10,2,18,2,0,64,0,0,0,2,8,29,0,0,3,0,6,2,0,3,0,9
125,Malta,49,0,0,2,0,6,2,0,0,0,6,3,0,0,0,0,0,2,0,2,0,0,0,2,5,0,2,0,0,0,2,0,2,2,7,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2
126,Marshall Islands,15,0,0,2,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,2
127,Mauritania,319,2,0,4,0,2,12,2,0,2,2,7,0,0,0,6,9,2,0,17,14,0,5,2,3,2,2,2,0,0,2,0,2,0,68,2,6,89,0,2,13,0,2,0,0,16,9,0,0,0,0,13,2,0,0,0,6
128,Mauritius,67,0,0,3,0,6,2,2,2,2,3,2,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,2,2,8,2,0,2,0,2,2,0,0,0,0,2,3,0,0,2,0,11,4,0,0,0,2
129,Mexico,122286,326,62,6132,646,40090,2373,172,134,52,2751,2728,2,75,547,5347,958,637,924,249,271,19,331,198,824,833,165,505,27,558,2160,39,682,2100,1541,1760,24,433,1035,1568,586,36,33,382,26,740,33965,29,2,1262,8,640,2220,27,940,86,2026
130,"Micronesia, Federated States",39,0,2,2,0,4,2,0,0,0,3,2,2,5,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,5,0,2,0,0,2,3,0,0,0,0
131,Moldova,2010,16,11,11,4,258,33,7,2,4,207,62,0,2,2,235,13,3,2,5,20,3,29,68,11,48,3,20,2,2,28,4,30,0,184,83,2,37,2,63,53,0,2,24,2,11,67,0,0,5,20,40,225,2,12,6,30
132,Monaco,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Mongolia,541,2,2,6,0,166,40,2,0,2,14,3,0,2,2,81,5,0,2,2,2,0,9,2,2,4,2,2,0,2,5,2,3,2,15,6,0,3,0,3,8,0,0,0,0,2,10,0,0,15,2,74,26,0,11,0,6
134,Montenegro,254,0,0,0,0,6,2,3,0,2,9,2,0,2,0,18,0,0,0,2,0,0,2,2,40,0,2,0,0,0,4,0,23,0,128,2,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,2
135,Montserrat,50,0,0,0,0,0,0,2,0,0,8,6,0,0,0,2,0,0,0,0,0,0,2,12,0,3,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2
136,Morocco,3142,13,0,25,9,163,60,54,16,19,366,83,0,2,3,89,26,15,5,29,15,3,70,318,42,33,6,12,2,6,13,2,189,6,309,135,0,96,27,12,154,0,18,31,4,27,175,3,2,6,4,336,23,2,22,2,63
137,Mozambique,63,0,0,0,2,6,2,4,0,0,3,2,0,0,0,2,2,2,2,2,0,0,4,2,0,2,0,0,0,2,0,0,6,0,9,3,0,0,0,0,2,0,0,2,0,0,6,0,0,0,0,4,2,0,0,0,2
138,Namibia,61,0,0,2,0,4,2,0,0,0,3,3,0,0,2,2,3,2,0,0,2,0,4,2,3,2,0,3,2,0,0,2,2,0,2,4,0,0,0,0,3,0,0,0,0,2,4,0,0,2,0,4,3,0,2,0,2
139,Nepal,7409,29,5,43,14,601,258,56,7,2,96,166,0,19,22,148,27,107,44,121,35,2,417,301,94,144,3,70,3,84,15,71,80,20,810,178,14,582,30,47,333,0,13,6,28,53,1204,0,2,49,39,542,121,0,55,4,196
140,Netherlands,953,7,2,21,3,125,31,15,2,5,91,29,0,3,4,22,8,6,4,7,7,4,10,38,27,15,2,3,4,2,7,2,23,9,64,38,0,13,7,18,31,0,3,15,5,12,116,3,0,10,5,20,25,0,11,2,19
141,Netherlands Antilles (former),56,0,2,0,0,2,0,2,0,0,15,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,5,0,8,2,0,2,0,0,2,0,0,0,0,0,5,0,4,0,0,2,2,0,0,0,2
142,New Caledonia,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
143,New Zealand,668,5,3,14,6,145,23,4,0,5,41,11,2,15,2,21,4,5,2,4,3,4,21,11,12,6,2,12,2,2,7,6,9,2,45,17,0,10,3,13,12,0,2,4,0,5,54,0,0,21,0,10,37,2,13,0,13
144,Nicaragua,4346,6,0,22,7,769,17,18,2,6,2081,74,0,0,3,30,11,12,9,11,59,2,81,29,11,24,8,14,0,2,51,2,103,5,132,85,0,17,8,16,32,5,5,18,2,29,301,2,2,15,0,99,24,2,20,3,65
145,Niger,143,0,0,2,8,2,3,2,0,2,2,5,0,0,0,0,15,2,2,0,2,0,12,2,2,2,0,2,0,0,0,2,3,0,19,23,0,6,0,0,20,0,0,2,0,0,3,0,0,2,0,3,0,0,0,0,4
146,Nigeria,11360,48,6,98,25,637,77,74,45,56,284,972,0,4,5,531,317,33,42,41,47,10,1255,267,175,254,15,113,2,22,37,17,495,13,868,289,16,187,89,28,306,0,49,27,2,123,2785,3,2,15,2,203,61,8,51,2,231
147,Niue,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,North Macedonia (formerly Macedonia),800,2,12,4,2,21,6,32,0,0,79,2,0,0,0,136,54,5,5,2,2,3,5,14,52,2,0,10,2,0,7,4,125,0,103,4,0,17,3,4,4,0,4,0,0,4,26,2,2,2,2,10,0,0,19,2,12
149,Northern Mariana Islands,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
150,Norway,111,0,2,4,2,14,5,2,0,2,12,0,0,2,0,2,0,0,0,0,2,0,3,3,2,2,0,0,0,0,2,2,5,0,7,2,0,2,2,2,5,0,0,2,0,0,18,0,0,2,0,2,8,0,2,0,6
151,Oman,68,0,0,3,2,12,0,2,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,2,0,2,0,0,2,0,2,0,0,2,18,0,0,0,0,5,2,0,2,0,2
152,Pakistan,13079,51,5,62,30,1258,65,185,45,14,378,419,0,9,2,925,109,35,48,39,61,6,565,248,303,119,14,117,0,16,38,15,815,24,2135,294,4,181,87,26,407,0,21,27,2,88,2313,2,0,52,2,933,162,10,97,6,212
153,Palau,32,0,0,3,0,5,0,0,0,0,3,0,2,3,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3
154,Panama,1361,15,2,11,4,98,15,4,3,4,301,92,0,3,2,20,10,3,4,6,21,0,33,15,18,8,7,10,0,4,13,2,31,4,192,52,0,14,4,5,29,10,2,21,0,11,155,2,0,8,0,56,9,0,8,0,22
155,Papua New Guinea,19,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,2
156,Paraguay,387,3,0,3,2,25,5,12,0,9,61,4,0,0,0,2,2,4,4,2,2,0,20,2,4,2,2,2,0,0,2,2,35,0,112,6,0,2,0,5,6,0,0,4,0,2,18,0,0,5,0,10,6,2,2,0,7
157,Peru,9899,28,12,70,15,1178,153,246,11,30,2330,234,0,10,17,147,37,11,33,24,17,2,269,144,50,51,14,49,6,17,86,6,1144,26,1050,208,2,77,42,45,131,12,19,35,2,36,586,5,2,242,5,541,99,12,53,4,226
158,Philippines,43668,160,383,708,148,15125,303,209,86,59,1991,545,483,2291,95,1895,289,137,191,150,167,39,987,280,440,335,73,314,46,83,1789,43,1573,187,2161,623,32,365,142,346,508,2,41,212,37,221,3089,79,135,176,2,1167,1477,40,252,36,904
159,Poland,6973,15,5,76,3,275,66,365,9,9,325,78,0,14,3,2320,39,10,2,10,8,8,57,162,150,33,4,21,3,2,46,18,726,8,1128,68,3,63,9,21,251,0,20,26,2,21,145,2,2,21,6,62,89,3,57,0,105
160,Portugal,1712,3,0,6,3,215,5,87,3,8,76,17,0,0,2,5,2,3,0,2,2,2,19,405,9,5,2,4,0,0,6,11,370,2,179,5,0,2,2,4,42,2,108,3,0,3,24,0,0,2,0,19,11,0,2,0,37
161,Qatar,105,2,0,3,0,15,2,0,0,0,4,4,0,2,0,3,0,0,0,0,0,0,3,3,7,2,2,4,0,0,0,0,5,0,7,2,0,2,0,0,3,0,0,2,0,2,19,0,0,0,0,5,3,2,2,0,2
162,Republic of Nauru,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Romania,3627,19,4,129,15,439,55,51,8,7,345,196,0,5,10,334,20,16,9,8,17,6,74,79,185,20,6,19,2,6,46,8,101,4,283,82,2,114,4,83,112,0,4,41,2,31,226,2,0,9,3,117,179,9,18,3,62
164,Russia,7628,24,29,47,11,1302,159,65,13,26,824,177,0,17,19,301,41,18,21,27,19,11,166,274,89,100,5,58,11,13,69,22,343,11,1072,174,8,107,30,132,274,2,8,81,5,57,383,5,2,39,6,227,471,11,79,4,139
165,Rwanda,466,2,0,26,0,17,12,3,0,2,7,12,0,0,4,12,9,10,3,17,0,16,6,16,24,2,2,2,0,2,2,9,5,0,19,14,3,26,2,4,14,0,2,6,2,10,104,0,0,14,3,7,9,0,7,0,6
166,Saint Kitts and Nevis,335,2,0,2,2,5,0,3,0,2,62,21,0,0,0,3,2,0,0,0,2,0,4,8,2,2,0,2,0,2,0,0,10,0,61,10,0,0,0,0,5,2,2,2,0,2,19,0,76,0,2,5,2,0,0,0,20
167,Saint Lucia,758,2,2,2,0,4,3,33,2,2,95,42,0,0,0,3,3,0,3,2,3,0,21,14,2,2,0,0,2,2,2,2,33,2,291,8,0,6,2,2,12,2,0,2,0,2,44,0,84,0,0,8,2,0,4,0,19
168,Saint Vincent and the Grenadines,528,2,2,2,2,11,3,4,2,2,35,21,0,0,0,2,2,0,0,0,2,0,9,10,0,2,0,0,2,0,0,2,29,0,302,4,0,0,0,0,33,0,0,5,0,2,9,0,11,2,0,7,0,0,2,0,13
169,Samoa,239,2,8,2,0,66,2,2,0,0,3,4,0,38,2,0,0,0,0,2,0,0,2,2,2,0,2,5,0,2,4,0,2,0,2,0,0,2,0,3,2,0,0,0,0,2,8,0,0,32,0,2,39,0,2,0,8
170,San Marino,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
171,Sao Tome and Principe,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
172,Saudi Arabia,1313,4,2,15,3,175,15,6,2,9,71,33,0,2,2,102,11,9,7,6,5,2,21,30,73,45,2,11,0,3,8,4,52,2,96,30,0,54,6,12,28,0,2,7,0,16,176,0,0,6,2,86,28,2,10,0,25
173,Senegal,956,10,0,4,0,21,11,7,3,10,20,64,0,2,0,8,13,8,3,24,7,0,79,22,35,6,0,13,0,3,7,2,31,2,205,34,2,101,3,2,21,0,13,6,0,20,54,0,2,3,2,22,9,0,6,0,39
174,Serbia,829,2,5,20,2,82,16,4,2,2,113,17,0,2,2,187,9,7,3,3,3,7,16,13,19,3,0,5,0,2,13,3,25,0,86,8,2,15,4,3,19,0,2,5,2,5,42,0,0,2,0,17,13,2,14,0,7
175,Serbia and Montenegro (former),820,2,2,25,0,62,13,13,0,7,64,11,0,2,0,82,15,5,0,7,2,2,17,19,62,7,2,8,0,2,13,6,36,0,170,6,2,17,0,6,22,0,0,4,2,7,39,2,0,3,0,8,12,0,12,2,26
176,Seychelles,10,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
177,Sierra Leone,1604,3,3,15,2,50,9,3,13,12,23,58,0,0,0,8,7,7,0,2,0,2,324,47,19,36,0,6,0,2,2,3,96,2,158,43,7,92,4,4,163,0,2,5,0,2,99,0,0,6,0,190,14,0,2,0,64
178,Singapore,359,3,2,7,0,93,8,2,0,2,11,8,0,3,2,9,2,0,2,0,0,0,5,10,4,4,0,2,0,0,3,4,17,0,38,5,0,2,2,2,17,0,2,2,0,3,44,2,0,0,2,9,20,0,7,0,9
179,Sint Maarten,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Slovakia,432,2,0,3,0,52,14,9,0,2,47,12,0,2,0,36,2,2,2,2,0,2,9,7,14,4,0,2,2,2,5,2,58,0,59,9,0,7,2,3,13,0,0,2,0,3,12,2,0,2,2,7,7,0,7,2,8
181,Slovenia,68,0,0,2,0,8,2,0,0,0,5,2,0,0,2,5,2,2,0,0,0,0,0,2,0,2,0,2,2,0,2,2,5,0,10,0,0,2,0,0,6,0,0,2,0,0,3,0,0,2,2,2,4,0,0,0,2
182,Solomon Islands,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
183,Somalia,6915,2,23,73,0,83,166,5,0,0,12,87,0,2,23,68,31,93,125,217,0,71,18,87,46,2784,0,122,0,274,5,5,2,2,160,30,84,861,2,112,36,0,2,2,35,122,248,0,0,64,24,66,314,0,207,2,125
184,South Africa,2967,25,2,62,14,404,105,41,3,16,345,174,0,10,10,70,21,26,25,28,15,7,53,46,41,40,14,35,5,13,19,13,67,12,148,132,6,49,14,30,57,0,8,49,6,75,332,6,0,52,2,91,82,5,24,2,36
185,South Sudan,146,0,0,6,0,5,4,0,0,0,3,7,0,0,2,2,2,26,0,3,0,6,2,3,2,12,0,2,0,14,0,2,0,0,4,2,3,2,0,0,3,0,0,0,6,4,13,0,0,4,0,3,3,0,0,0,2
186,Soviet Union (former),2280,12,4,20,7,393,34,27,5,8,196,46,0,10,2,103,14,13,7,11,9,3,58,88,26,33,2,17,2,4,21,11,122,5,320,47,2,40,7,38,117,0,3,19,2,14,109,2,2,14,5,65,113,3,22,2,24
187,Spain,1945,6,2,19,5,303,26,24,2,21,424,42,0,4,2,62,9,12,6,7,12,3,36,75,30,16,0,9,2,4,15,2,104,5,193,24,0,21,4,17,42,16,2,14,0,9,162,2,0,17,2,37,41,2,20,2,36
188,Sri Lanka,1609,5,0,11,2,339,18,20,2,2,61,39,0,7,3,35,12,7,17,5,4,4,97,39,49,24,5,9,2,4,25,3,78,3,234,39,2,29,6,11,32,0,2,4,0,13,154,0,0,18,3,51,36,0,22,0,23
189,Sudan,2527,8,25,78,4,88,118,10,2,8,71,65,0,0,24,91,28,185,50,37,2,10,60,41,76,55,2,60,0,131,9,9,16,0,163,108,11,80,5,4,93,0,2,6,12,41,230,0,0,66,6,183,87,2,18,0,51
190,Suriname,170,2,0,0,2,7,0,2,0,0,31,6,0,0,0,0,0,0,0,2,3,0,3,3,2,2,2,2,0,2,2,0,3,0,73,2,0,2,0,0,2,0,0,2,0,0,12,2,0,0,0,3,0,0,0,0,6
191,Sweden,936,2,5,14,2,199,30,16,2,9,101,21,0,8,6,19,2,3,2,3,3,5,14,35,14,13,2,5,2,2,8,8,31,2,75,34,0,8,3,16,28,0,2,8,2,13,71,0,0,11,2,23,29,0,9,2,19
192,Switzerland,488,3,2,7,0,101,11,9,0,4,59,10,0,8,2,9,2,0,3,2,2,2,8,20,6,8,0,3,3,2,4,2,13,5,47,11,0,7,2,11,17,0,0,4,0,6,31,0,0,5,2,14,10,2,4,0,12
193,Syria,3364,11,0,58,5,841,16,56,2,3,232,55,0,2,0,280,31,9,22,22,7,3,43,85,253,19,6,13,2,12,18,5,209,2,149,48,2,141,17,13,157,0,21,14,0,29,231,0,0,3,0,99,26,25,22,0,48
194,Taiwan,4821,11,2,54,6,2053,57,28,6,3,97,64,9,29,11,107,34,9,13,13,11,3,85,93,61,34,4,34,0,3,82,10,154,11,410,68,0,44,10,71,56,0,3,17,2,28,488,5,3,44,0,59,208,3,15,2,95
195,Tajikistan,364,0,0,4,0,31,24,2,0,0,16,2,0,0,0,10,2,2,2,0,2,2,4,2,2,5,0,7,0,20,6,0,14,2,128,6,0,0,2,4,16,0,0,4,0,0,9,0,0,3,0,17,10,0,4,0,7
196,Tanzania,731,8,2,14,3,35,7,4,4,2,41,25,0,0,2,21,5,23,20,13,2,0,38,22,26,14,0,15,0,5,2,6,20,5,52,21,2,38,2,2,17,0,2,9,5,19,119,0,0,2,0,16,13,0,7,0,26
197,Thailand,6678,30,33,100,27,1246,129,50,5,9,333,172,2,65,19,185,134,155,43,104,28,14,84,154,89,486,13,60,9,125,139,20,65,10,426,190,5,79,38,108,105,2,22,39,38,68,502,5,4,66,10,189,204,4,259,2,178
198,Timor-Leste,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Togo,1054,5,0,15,0,25,12,30,2,9,10,76,0,2,0,85,22,62,4,16,3,2,107,17,7,55,2,16,0,45,2,2,29,0,116,54,2,35,2,3,36,0,2,6,0,5,37,3,0,3,2,49,8,2,7,0,24
200,Tonga,354,0,14,11,2,137,2,0,0,0,2,0,0,25,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,8,0,0,0,0,0,2,4,0,7,0,0,0,0,0,2,26,0,0,76,0,2,26,0,0,0,9
201,Trinidad and Tobago,4592,5,2,19,5,96,10,62,18,20,775,232,0,2,2,22,15,2,3,7,14,2,214,114,18,9,10,6,0,0,11,2,268,3,1874,63,6,21,8,9,170,0,6,16,2,21,240,2,13,3,2,70,12,3,9,0,82
202,Tunisia,393,2,2,3,0,57,6,3,2,0,52,11,0,0,0,16,11,0,2,2,3,0,16,10,16,6,0,5,0,0,2,2,11,2,24,10,0,12,0,2,22,0,2,3,2,5,36,0,0,2,0,25,3,2,3,2,4
203,Turkey,3289,15,2,34,17,433,26,58,26,19,250,86,0,3,2,129,28,9,6,3,15,3,77,117,29,20,4,26,2,2,27,7,412,8,462,55,0,53,6,24,103,2,14,16,0,29,323,2,0,13,2,122,68,4,37,3,58
204,Turkmenistan,203,2,0,3,0,19,2,2,0,2,16,5,0,0,0,18,0,0,0,2,0,0,3,5,4,2,0,2,0,2,0,0,6,0,44,4,0,2,2,2,17,0,2,2,0,0,11,0,0,7,0,6,4,0,8,0,5
205,Turks and Caicos Islands,28,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2
206,Tuvalu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Uganda,922,5,0,11,3,88,34,10,2,5,29,29,0,0,2,27,12,9,6,8,3,5,68,166,15,29,2,9,0,6,2,3,22,0,28,15,2,25,6,8,28,0,0,5,2,3,80,2,0,5,0,19,42,0,15,0,30
208,Ukraine,8019,21,34,43,14,1046,95,109,7,15,471,144,0,16,27,761,47,32,21,34,14,8,116,186,196,102,5,90,12,33,30,11,321,11,1135,140,2,187,22,241,458,2,4,120,16,60,215,2,0,31,2,159,928,5,61,3,155
209,United Arab Emirates,730,6,0,7,2,103,5,9,2,2,31,19,0,0,2,44,9,5,10,4,2,0,11,9,41,26,2,8,0,0,4,2,32,2,49,15,0,25,6,9,24,0,0,2,0,2,139,0,0,2,2,29,17,0,11,0,6
210,United Kingdom,12195,55,14,225,37,1910,365,222,17,49,1278,503,0,32,23,371,134,45,42,65,52,51,201,413,286,122,20,86,18,25,117,68,424,45,995,387,2,185,45,146,410,2,38,138,5,128,1263,10,3,90,33,359,314,16,109,9,192
211,United States,174,0,2,3,0,36,0,0,0,3,13,6,0,3,2,4,0,0,0,0,0,0,4,2,2,3,0,0,0,2,3,0,12,2,18,4,0,2,2,4,3,0,0,2,0,2,19,0,0,5,2,13,2,0,2,2,2
212,Uruguay,1088,2,0,9,0,50,3,21,2,7,350,76,0,2,0,7,5,2,3,0,5,2,7,36,5,3,2,3,0,0,7,4,142,3,96,36,0,4,2,0,30,5,0,11,0,3,59,0,0,24,0,25,8,2,5,0,26
213,Uzbekistan,1950,5,0,32,2,191,35,16,0,6,109,52,0,2,7,75,7,2,6,26,4,2,30,34,12,11,2,30,0,3,6,3,51,2,593,37,2,79,2,31,151,0,4,24,0,24,62,2,0,5,2,67,62,0,6,2,38
214,Vanuatu,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Venezuela,9317,29,2,43,9,304,79,54,12,22,4720,303,0,4,4,112,65,10,19,27,36,2,97,102,58,42,9,26,4,12,29,3,165,10,388,172,0,75,49,14,133,72,13,45,2,76,1445,3,3,76,2,127,50,5,26,2,127
216,Vietnam,25646,189,13,451,124,7014,411,90,33,11,1273,1081,6,111,20,432,138,223,241,68,420,36,400,695,300,523,106,271,10,154,182,36,251,73,398,708,23,232,276,431,780,2,12,202,12,261,4522,2,2,160,13,747,974,20,80,12,392
