"","X","LPRin","LPRs"
"96","Mexico","AZ.NM.NV.UT.CO",17451
"97","Mexico","MT.WY.ID.ND.SD.NE",1972
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",6369
"99","Mexico","LA.MS.AL.GA",4205
"100","Mexico","MN.WI.IL",10021
"101","Mexico","IN.MI.OH.WV",3024
"102","Mexico","SC.NC.VA",3307
"103","Mexico","MD.DC.DE.PA.NJ",2288
"104","Mexico","CT.RI.MA.NH.VT.ME",611
"105","Mexico","Other",230
"106","India","CA",13951
"107","India","TX",5844
"108","India","FL",1937
"109","India","NY",4621
"110","India","WA.OR",2637
"111","India","AZ.NM.NV.UT.CO",1942
"112","India","MT.WY.ID.ND.SD.NE",334
"113","India","KS.OK.MO.AR.IA.TN.KY",2645
"114","India","LA.MS.AL.GA",2931
"115","India","MN.WI.IL",5907
"116","India","IN.MI.OH.WV",3963
"117","India","SC.NC.VA",4283
"118","India","MD.DC.DE.PA.NJ",11895
"119","India","CT.RI.MA.NH.VT.ME",3490
"120","India","Other",46
"121","China","CA",22424
"122","China","TX",3203
"123","China","FL",1755
"124","China","NY",24956
"125","China","WA.OR",2689
"126","China","AZ.NM.NV.UT.CO",2437
"127","China","MT.WY.ID.ND.SD.NE",391
"128","China","KS.OK.MO.AR.IA.TN.KY",2317
"129","China","LA.MS.AL.GA",1869
"130","China","MN.WI.IL",3394
"131","China","IN.MI.OH.WV",2592
"132","China","SC.NC.VA",2709
"133","China","MD.DC.DE.PA.NJ",5841
"134","China","CT.RI.MA.NH.VT.ME",4111
"135","China","Other",1031
