"","X","LPRin","LPRs"
"69","Oceania","LA.MS.AL.GA",218
"70","Oceania","MN.WI.IL",368
"71","Oceania","IN.MI.OH.WV",266
"72","Oceania","SC.NC.VA",264
"73","Oceania","MD.DC.DE.PA.NJ",426
"74","Oceania","CT.RI.MA.NH.VT.ME",295
"75","Oceania","Other",224
"76","S.Amer.","CA",7616
"77","S.Amer.","TX",4573
"78","S.Amer.","FL",31301
"79","S.Amer.","NY",19091
"80","S.Amer.","WA.OR",838
"81","S.Amer.","AZ.NM.NV.UT.CO",2650
"82","S.Amer.","MT.WY.ID.ND.SD.NE",309
"83","S.Amer.","KS.OK.MO.AR.IA.TN.KY",1755
"84","S.Amer.","LA.MS.AL.GA",3155
"85","S.Amer.","MN.WI.IL",2978
"86","S.Amer.","IN.MI.OH.WV",1864
"87","S.Amer.","SC.NC.VA",4335
"88","S.Amer.","MD.DC.DE.PA.NJ",12529
"89","S.Amer.","CT.RI.MA.NH.VT.ME",9214
"90","S.Amer.","Other",211
"91","Mexico","CA",63092
"92","Mexico","TX",38040
"93","Mexico","FL",4236
"94","Mexico","NY",1972
"95","Mexico","WA.OR",3962
"96","Mexico","AZ.NM.NV.UT.CO",16438
"97","Mexico","MT.WY.ID.ND.SD.NE",1673
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",5626
"99","Mexico","LA.MS.AL.GA",4416
"100","Mexico","MN.WI.IL",11588
"101","Mexico","IN.MI.OH.WV",2860
"102","Mexico","SC.NC.VA",3219
"103","Mexico","MD.DC.DE.PA.NJ",3312
"104","Mexico","CT.RI.MA.NH.VT.ME",735
"105","Mexico","Other",141
"106","India","CA",14724
"107","India","TX",7139
"108","India","FL",3714
"109","India","NY",6693
"110","India","WA.OR",2152
"111","India","AZ.NM.NV.UT.CO",1805
"112","India","MT.WY.ID.ND.SD.NE",331
"113","India","KS.OK.MO.AR.IA.TN.KY",3560
"114","India","LA.MS.AL.GA",4644
"115","India","MN.WI.IL",7684
"116","India","IN.MI.OH.WV",6333
"117","India","SC.NC.VA",5079
"118","India","MD.DC.DE.PA.NJ",15270
"119","India","CT.RI.MA.NH.VT.ME",5477
"120","India","Other",44
"121","China","CA",17668
"122","China","TX",4139
"123","China","FL",1891
"124","China","NY",14505
"125","China","WA.OR",2331
"126","China","AZ.NM.NV.UT.CO",2219
"127","China","MT.WY.ID.ND.SD.NE",430
"128","China","KS.OK.MO.AR.IA.TN.KY",2546
"129","China","LA.MS.AL.GA",2136
"130","China","MN.WI.IL",3839
"131","China","IN.MI.OH.WV",3206
"132","China","SC.NC.VA",2754
"133","China","MD.DC.DE.PA.NJ",6890
"134","China","CT.RI.MA.NH.VT.ME",4498
"135","China","Other",718
