,NaturalizedCountry2017,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
108,Liberia,2421,6,2,41,2,50,17,10,36,5,18,105,2,2,2,35,34,76,3,18,3,0,197,99,31,263,0,34,0,2,6,8,165,2,134,117,61,66,12,4,327,0,144,24,20,9,98,0,0,3,2,62,13,6,11,0,39
109,Libya,207,2,0,3,0,33,6,5,2,2,10,3,2,0,0,5,2,0,0,0,2,0,5,3,7,3,0,2,0,0,2,2,9,0,15,5,0,10,4,5,8,0,2,4,0,4,16,0,0,0,0,14,8,2,3,0,2
110,Lithuania,584,0,2,4,2,49,13,9,0,2,38,20,0,2,2,210,8,3,2,2,2,6,13,20,14,2,2,2,0,2,5,2,24,0,45,5,0,14,2,2,12,0,2,5,2,2,4,0,0,2,0,16,8,2,7,2,3
111,Luxembourg,14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
112,Macau,70,0,0,0,0,41,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,2,0,6,2,0,2,2,0,2,0,0,2,0,0,6,0,0,3,0,2,0,0,0,0,0
113,Macedonia,582,0,5,8,0,22,2,24,2,2,25,3,0,0,0,71,31,3,0,0,0,2,5,8,57,2,0,4,0,0,7,3,126,2,102,4,0,19,2,3,4,2,2,2,2,0,5,0,0,2,0,16,2,0,9,0,2
114,Madagascar,61,0,0,0,0,8,0,0,0,0,5,3,0,2,0,5,2,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,2,8,2,0,2,0,0,2,0,0,0,0,2,2,0,0,2,2,9,2,0,0,2,0
115,Malawi,84,2,0,2,0,7,2,2,0,0,2,4,0,0,0,3,10,0,2,2,0,0,3,3,9,2,0,2,0,0,0,2,2,0,5,4,0,3,0,0,0,0,0,2,0,0,5,0,0,2,0,6,2,0,0,0,1
116,Malaysia,1170,2,2,5,2,322,8,3,2,4,30,46,2,12,11,31,18,4,7,6,4,3,17,36,21,16,2,15,0,2,6,6,52,3,207,29,2,21,12,10,16,0,2,4,0,9,69,0,0,6,6,41,31,0,2,0,7
117,Maldives,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Mali,391,0,2,2,0,7,8,0,2,2,4,12,0,0,0,7,7,2,2,2,3,0,26,3,8,2,0,2,0,0,0,2,8,0,178,12,0,17,3,2,38,0,4,2,0,2,14,0,0,2,2,4,6,0,0,0,1
119,Malta,47,0,0,0,0,6,0,2,0,2,0,2,0,0,0,2,2,2,0,2,0,2,0,2,5,2,0,0,0,0,0,2,5,2,12,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
120,Marshall Islands,16,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2
121,Mauritania,288,0,2,2,0,2,5,2,0,0,0,3,0,0,0,9,8,2,0,13,14,0,8,2,2,2,2,3,2,0,0,0,2,2,75,2,2,95,0,0,11,0,4,2,0,7,6,0,0,0,0,5,3,0,0,0,0
122,Mauritius,65,0,0,3,0,11,0,0,0,0,3,2,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,0,2,0,4,2,10,0,0,2,0,0,2,0,2,0,0,0,3,0,0,2,2,12,2,0,0,0,0
123,Mexico,118559,149,77,6375,476,50464,1806,225,141,41,2484,1756,2,46,803,5644,1101,462,869,323,178,19,419,303,941,544,97,497,31,607,2226,53,886,2132,1808,1769,21,554,1028,1568,527,77,60,553,42,447,22167,2,2,883,8,838,2677,36,702,53,562
124,"Micronesia, Federated States",53,0,0,0,0,2,2,0,0,0,0,14,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,9,0,0,6,0,0,2,0,3,2,0,0,0,2
125,Moldova,1442,9,8,11,0,249,14,6,2,3,69,42,0,2,4,102,5,2,0,2,8,4,21,107,15,32,2,34,2,2,26,3,17,2,141,67,2,25,4,65,29,0,0,11,2,16,27,0,0,2,11,37,180,0,5,5,13
126,Monaco,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
127,Mongolia,416,0,0,4,0,132,16,3,0,2,3,3,0,2,0,64,7,2,2,4,2,0,11,6,4,2,0,6,0,2,2,2,9,2,9,2,0,2,3,3,4,0,0,3,0,2,7,0,0,8,0,64,19,0,3,0,3
128,Montenegro,187,0,0,3,0,10,0,2,0,2,3,0,0,0,0,9,0,0,2,2,0,0,2,2,31,2,0,2,0,0,2,0,9,0,107,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2
129,Montserrat,45,0,0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,2,0,2,16,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
130,Morocco,2943,4,2,23,4,173,25,61,12,18,273,65,0,2,0,104,33,5,5,19,10,2,53,433,25,18,6,16,2,3,11,10,183,5,365,145,2,133,19,15,135,2,20,19,0,13,96,0,0,3,2,313,27,5,13,2,12
131,Mozambique,38,0,0,2,0,6,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,3,0,6,4,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,1
132,Namibia,27,0,0,2,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,2,2,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0
133,Nauru,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Nepal,4509,3,3,54,5,520,129,36,6,3,51,71,2,13,23,77,17,20,26,69,16,2,294,294,49,52,7,45,2,40,12,96,60,10,560,142,10,284,37,40,219,2,14,35,9,17,381,2,0,26,31,412,104,19,24,0,39
135,Netherlands,699,2,2,14,2,159,12,5,0,5,59,27,0,2,6,20,12,3,2,2,5,6,14,31,17,7,0,8,5,3,4,6,25,4,51,14,2,20,4,10,11,0,2,11,2,3,40,0,0,2,2,23,23,0,9,0,8
136,Netherlands Antilles (former),42,0,0,0,0,7,0,0,0,0,7,2,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,3,2,2,2,0,0,3,0,2,0,0,0,0,0,0,0,1
137,New Caledonia,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,New Zealand,468,0,7,13,0,112,17,4,2,0,23,8,2,7,6,9,6,2,0,2,2,8,4,17,7,11,2,4,2,2,3,4,9,2,33,6,0,7,3,11,8,0,0,2,0,2,27,0,0,9,2,20,34,0,5,3,7
139,Nicaragua,4181,4,3,22,8,966,9,20,3,6,1911,60,0,0,4,20,27,7,6,11,33,2,114,19,5,13,4,15,0,7,55,2,123,5,172,82,0,16,5,10,27,9,7,26,2,17,183,0,0,6,2,87,27,2,7,0,14
140,Niger,126,0,0,2,0,2,0,0,0,2,3,4,0,0,0,2,11,0,0,0,2,0,20,0,2,0,0,0,0,2,0,2,0,2,27,22,0,7,0,0,14,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1
141,Nigeria,7652,16,6,67,8,556,42,57,45,44,169,508,0,5,5,415,185,15,44,19,32,4,992,299,117,133,15,100,0,12,30,17,438,17,718,201,11,184,101,21,195,0,61,76,2,65,1225,0,2,16,2,177,62,7,48,0,67
142,Norway,60,2,2,2,0,10,3,0,0,0,3,4,0,0,2,0,2,0,0,0,2,0,2,2,3,2,0,0,2,0,3,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2,7,0,0,2,0,2,3,0,0,2,1
143,Oman,30,0,0,2,0,10,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0
144,Pakistan,10166,22,5,56,27,1316,21,169,40,15,325,300,0,8,5,718,86,19,61,42,40,7,457,230,293,73,5,105,3,4,44,31,712,5,1813,219,2,170,71,33,251,2,27,31,7,38,1207,0,0,25,3,741,154,13,53,2,62
145,Palau,32,0,2,0,0,6,2,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,4,2,0,0,0,3,2,0,0,0,0
146,Panama,1266,3,2,15,2,111,8,7,3,7,244,53,0,3,4,23,14,7,7,8,14,0,32,29,8,4,8,5,2,2,4,0,45,5,247,49,2,17,7,7,17,19,2,20,0,14,100,0,0,12,2,36,17,2,12,0,8
147,Papua New Guinea,13,0,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Paraguay,343,0,2,2,2,18,4,5,0,3,46,5,0,0,0,4,0,0,7,2,2,0,11,5,2,0,2,2,0,0,2,0,42,3,126,2,0,2,0,4,3,2,0,2,0,2,10,0,0,6,0,13,0,2,0,0,5
149,Peru,10014,9,15,69,13,1532,91,249,14,49,1949,236,2,11,31,145,68,4,27,35,11,7,337,197,46,28,15,43,3,15,101,19,1516,23,1018,192,3,131,47,41,139,37,23,75,6,29,338,0,0,157,8,670,81,21,34,4,51
150,Philippines,36828,52,339,515,54,15686,157,159,71,44,1214,324,665,1865,76,1620,274,73,133,114,90,38,969,280,369,154,48,280,40,54,1245,73,1605,123,1678,392,24,380,192,291,373,7,59,323,21,106,1391,7,103,89,10,966,1161,41,110,26,275
151,Poland,5840,2,2,51,4,246,47,309,6,10,229,39,0,9,4,1825,23,3,4,13,5,12,54,185,143,25,0,24,4,4,41,16,809,4,1022,68,3,68,5,17,149,0,21,32,0,11,60,0,2,9,4,92,53,3,37,2,31
152,Portugal,1807,2,0,10,0,149,2,93,0,2,50,5,0,2,6,5,3,0,0,2,2,2,25,565,5,2,2,5,2,2,4,16,439,2,128,12,0,3,2,2,21,2,165,4,0,2,10,0,0,4,0,43,6,0,0,0,7
153,Puerto Rico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Qatar,95,2,0,2,0,13,0,0,0,0,5,3,0,0,0,5,2,0,2,2,2,0,3,3,6,2,0,3,0,0,0,0,6,0,9,2,0,5,2,0,3,0,0,0,0,2,8,0,0,0,0,7,2,0,0,0,0
155,Romania,2986,6,7,100,2,416,28,39,8,11,233,149,0,5,16,333,36,6,7,11,6,8,60,88,200,13,0,16,3,7,35,14,95,11,233,69,4,112,9,70,57,0,11,35,0,35,90,0,0,5,3,112,127,5,20,2,19
156,Russia,5534,12,27,45,11,1062,97,55,8,20,375,84,3,15,27,193,22,15,16,26,13,18,149,280,80,53,3,50,5,10,39,12,282,13,942,99,4,142,28,141,191,4,10,76,4,23,153,2,0,21,8,158,336,3,35,0,35
157,Rwanda,267,2,0,8,2,12,4,2,2,0,2,4,0,0,7,13,4,8,2,6,2,9,11,9,15,3,0,6,0,2,2,4,0,0,19,14,3,24,3,3,9,0,2,4,2,4,26,0,0,8,2,4,8,0,0,0,0
158,Saint Kitts and Nevis,317,0,2,0,0,5,0,3,2,0,52,12,0,0,0,3,0,0,0,2,0,0,8,8,0,2,0,3,0,0,0,0,15,0,90,10,0,2,0,0,5,5,2,3,0,0,4,0,71,0,0,8,0,0,0,0,4
159,Saint Lucia,697,0,0,7,0,12,2,32,3,3,61,15,0,2,0,7,3,0,2,2,2,2,17,17,0,0,0,0,0,0,0,0,24,0,345,11,0,2,5,0,11,0,2,7,0,2,17,0,67,0,0,11,3,0,0,2,5
160,Saint Vincent and the Grenadines,507,0,0,0,0,6,0,2,2,2,40,9,0,0,0,2,3,0,2,2,3,0,10,15,0,0,0,2,0,0,2,0,17,0,335,4,0,3,2,2,16,0,2,3,0,2,7,0,5,0,2,7,2,0,0,2,2
161,Samoa,164,0,9,5,0,56,2,0,0,0,2,0,0,25,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,2,5,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,17,0,2,24,0,2,0,0
162,Sao Tome and Principe,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
163,Saudi Arabia,872,0,2,11,0,147,7,7,0,2,45,19,0,0,0,76,14,7,3,3,2,0,27,21,58,27,2,17,2,2,5,2,46,3,75,14,2,23,4,11,21,0,3,4,2,2,73,0,0,2,0,54,19,2,5,0,9
164,Senegal,882,2,2,2,0,30,13,4,3,13,22,49,0,0,0,11,19,4,2,16,6,0,54,34,21,7,3,2,0,0,4,2,32,2,221,33,0,100,9,2,18,0,31,7,2,18,26,0,0,2,2,28,16,3,7,0,5
165,Serbia,476,0,2,13,0,72,5,2,2,4,27,11,0,2,0,86,7,0,2,2,2,2,11,27,13,2,0,7,0,0,11,2,23,2,52,4,2,21,2,2,11,0,0,0,0,0,12,0,0,3,2,18,7,0,10,0,1
166,Serbia and Montenegro (former),820,0,2,18,2,91,4,15,2,2,32,11,0,2,2,96,11,5,0,7,4,0,9,17,78,2,0,17,2,3,5,17,33,2,209,7,0,27,4,3,16,0,0,2,0,4,14,0,0,0,2,20,8,0,7,2,11
167,Seychelles,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
168,Sierra Leone,1328,0,2,13,2,64,8,4,16,11,19,44,0,0,0,11,11,5,2,4,2,0,284,46,18,24,0,12,0,0,2,2,64,3,158,46,3,89,6,5,95,0,2,4,2,4,49,0,0,3,0,169,12,3,5,0,5
169,Singapore,279,0,0,5,2,87,2,3,0,0,7,5,2,3,2,8,2,0,0,2,2,2,7,15,3,2,2,4,0,0,3,2,9,0,30,3,0,2,3,7,3,0,2,4,0,3,22,0,2,2,2,5,15,0,2,2,2
170,Sint Maarten,21,0,0,0,0,2,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
171,Slovakia,384,2,0,2,2,37,4,10,0,3,33,9,0,2,0,31,0,2,0,2,2,4,8,7,4,3,0,2,2,0,2,0,73,2,61,9,0,8,0,5,9,0,2,4,0,3,10,0,0,3,0,11,7,0,2,2,7
172,Slovenia,52,0,0,2,0,10,0,0,0,0,5,2,2,0,0,3,2,2,0,2,2,0,0,2,2,0,0,3,0,0,2,2,2,2,5,2,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,0,0
173,Solomon Islands,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Somalia,3774,0,10,50,0,92,77,3,0,2,5,54,0,0,21,56,17,58,44,89,2,95,4,82,33,1206,0,155,0,107,9,11,2,2,96,26,67,505,2,71,44,0,0,2,9,67,122,0,2,48,27,57,220,0,45,6,77
175,South Africa,1901,2,4,44,12,359,47,22,2,10,163,116,0,5,3,39,19,10,13,18,11,7,28,69,44,18,2,25,6,7,14,6,61,8,103,101,5,44,13,24,51,0,9,35,6,33,124,0,2,17,2,61,50,4,9,2,14
176,South Sudan,74,0,0,5,0,2,2,0,0,2,0,2,0,0,0,0,0,18,0,2,0,2,2,2,2,2,0,3,2,11,2,0,0,0,4,4,2,2,2,0,2,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0
177,Soviet Union (former),2123,5,9,20,2,402,25,25,4,5,137,44,0,2,4,116,11,4,3,11,5,11,64,111,27,47,4,19,4,6,18,12,115,8,305,53,2,56,2,30,74,0,3,16,2,11,66,0,0,13,6,64,111,3,13,0,16
178,Spain,1469,4,2,17,3,250,28,13,3,10,203,20,2,2,7,52,12,5,5,6,2,6,39,55,22,9,0,15,0,2,10,3,111,10,186,26,0,30,4,12,25,36,5,16,2,2,77,0,0,14,3,58,30,2,6,0,10
179,Sri Lanka,1364,2,2,17,2,339,6,25,2,0,19,32,0,5,3,49,27,4,16,15,4,0,85,49,15,19,2,10,0,5,11,0,83,2,224,36,2,39,5,17,27,0,2,6,0,3,77,0,0,3,3,46,18,0,5,2,5
180,Sudan,1348,2,10,40,0,73,44,11,2,9,24,19,0,2,4,43,26,78,6,14,2,21,47,28,24,36,4,28,0,52,13,10,22,0,124,84,12,25,4,3,53,0,0,9,10,31,87,0,2,20,2,134,38,2,5,0,14
181,Suriname,143,0,0,0,0,6,0,0,0,0,31,4,0,2,0,2,0,2,0,2,0,0,2,3,0,0,0,0,0,0,2,0,9,2,62,3,0,2,0,2,4,0,0,0,0,0,5,0,2,0,0,3,0,0,0,0,2
182,Swaziland,16,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0
183,Sweden,708,2,3,11,2,189,19,11,2,6,54,29,0,7,3,22,4,2,3,4,4,2,13,31,15,6,0,2,2,2,4,2,22,2,61,21,0,8,2,22,7,0,4,3,2,4,26,0,0,9,7,25,20,2,4,2,6
184,Switzerland,333,2,3,13,0,81,11,4,2,2,30,4,0,2,4,9,2,0,0,0,0,2,5,21,7,6,0,2,0,0,2,0,13,3,34,7,0,3,0,7,5,0,4,3,0,2,14,0,0,2,2,8,12,2,2,2,4
185,Syria,1789,3,2,30,4,496,2,28,2,6,95,16,0,0,0,167,14,3,12,5,3,4,26,74,109,8,4,15,0,2,6,3,122,2,121,15,3,85,12,17,81,0,12,5,0,12,79,0,2,7,2,45,7,10,9,0,8
186,Taiwan,4151,5,5,36,3,2000,19,22,8,2,59,70,7,32,6,85,35,6,22,7,5,2,84,125,56,16,3,29,2,8,43,12,166,10,330,54,3,49,14,41,66,2,3,21,0,14,232,0,2,27,2,86,180,4,16,0,20
187,Tajikistan,222,0,0,0,0,20,16,0,0,0,6,2,0,0,2,6,0,0,2,0,0,2,2,2,2,3,0,5,0,6,0,0,14,0,79,3,0,4,2,6,9,0,0,2,0,2,6,0,0,0,0,15,5,0,2,0,1
188,Tanzania,547,0,0,5,0,49,2,3,2,5,28,16,0,2,2,22,9,18,9,2,2,2,32,35,16,17,0,10,0,2,2,4,16,3,26,16,3,34,4,6,12,0,2,5,6,14,68,0,0,4,2,14,17,0,2,0,4
189,Thailand,4672,12,33,79,9,1175,55,35,5,4,219,77,6,64,25,141,77,52,31,38,17,23,73,177,71,286,6,47,7,48,93,19,59,11,245,129,4,97,24,102,85,2,18,37,28,33,183,0,2,32,10,183,166,5,167,4,44
190,Togo,907,2,2,11,0,17,9,24,3,14,19,55,0,2,0,77,13,33,6,5,2,0,107,14,4,47,2,11,0,51,2,3,21,0,111,39,4,35,5,0,31,0,2,19,0,6,21,0,0,3,0,50,5,0,8,0,17
191,Tonga,262,0,10,2,0,134,3,0,0,0,2,2,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,2,2,0,2,6,2,0,0,0,0,0,7,0,2,32,0,0,14,2,0,3,1
192,Trinidad and Tobago,4504,5,2,12,2,94,3,52,15,24,637,133,0,3,2,16,13,2,5,11,7,0,218,168,25,13,3,12,2,2,9,4,312,8,2094,80,2,28,12,9,123,2,6,45,0,3,138,2,16,0,2,89,12,8,3,0,22
193,Tunisia,344,2,2,3,0,50,3,6,0,4,22,12,0,0,0,12,3,0,0,2,6,0,7,16,6,10,2,4,0,2,5,2,11,3,48,4,0,14,3,2,19,2,2,2,0,4,8,0,0,0,0,34,7,0,3,2,2
194,Turkey,3108,3,5,39,7,417,20,64,13,10,182,64,0,2,2,120,28,6,3,14,5,2,95,149,30,17,3,18,5,4,18,10,490,12,522,67,3,73,11,20,100,2,11,17,2,11,152,2,0,4,2,162,56,4,9,3,23
195,Turkmenistan,109,0,0,0,0,20,3,0,2,0,8,2,0,0,0,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,6,2,26,2,0,2,2,0,2,0,0,2,0,0,6,0,0,2,0,2,6,0,5,0,2
196,Turks and Caicos Islands,26,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Tuvalu,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Uganda,742,2,0,3,2,82,12,6,0,4,16,14,0,2,0,27,7,4,2,7,2,7,48,233,11,16,0,5,0,4,2,0,25,0,29,9,2,20,10,4,16,0,2,6,0,6,35,0,0,2,2,28,22,2,3,0,5
199,Ukraine,6644,6,23,38,6,945,53,72,7,5,239,85,2,11,30,538,34,19,13,37,7,4,87,203,157,79,2,79,6,27,28,15,272,10,1178,133,5,249,24,331,304,2,10,122,14,34,85,0,0,12,3,116,796,3,38,4,45
200,United Arab Emirates,475,2,0,6,2,81,2,5,2,2,20,14,0,2,0,35,2,2,3,2,2,4,17,17,35,9,2,4,0,2,2,2,34,0,40,9,0,16,3,2,18,0,2,2,0,2,40,0,0,2,0,25,10,0,2,0,1
201,United Kingdom,9049,19,9,164,12,1815,174,153,17,39,743,290,0,20,30,266,113,19,39,41,31,43,191,499,262,91,7,70,18,16,69,68,396,35,835,312,6,203,50,161,228,5,36,129,4,39,490,2,4,55,27,291,277,20,53,5,58
202,United States,84,0,0,2,0,17,0,0,0,2,6,3,0,2,0,4,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,6,0,9,3,0,2,2,2,2,0,0,0,0,0,7,0,0,0,0,3,3,0,2,0,0
203,Uruguay,1028,0,0,7,0,63,3,22,0,6,282,50,0,2,0,13,2,2,2,2,2,0,21,72,7,5,2,4,0,0,7,4,198,2,97,21,0,4,2,3,16,9,2,18,0,5,24,0,0,13,0,25,4,2,2,0,7
204,Uzbekistan,1498,2,0,24,0,163,14,9,2,2,49,34,0,2,16,45,8,3,5,36,2,0,33,55,7,7,0,37,2,2,5,2,27,2,510,35,2,94,4,34,60,0,2,15,0,4,32,0,0,3,2,43,55,0,2,2,12
205,Vanuatu,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Venezuela,6463,11,4,33,9,347,34,52,7,18,3094,215,0,6,8,67,42,10,19,26,34,2,73,178,47,12,5,28,0,15,27,9,193,9,360,154,2,67,39,24,86,131,24,49,0,33,597,0,2,47,2,118,40,5,23,2,27
207,Vietnam,19323,67,9,283,56,6624,222,87,24,15,773,695,5,116,34,323,139,126,171,82,269,40,272,807,245,316,51,223,12,127,121,45,219,67,346,493,22,206,250,434,529,2,21,140,12,115,2248,0,2,85,28,587,935,12,64,2,127
208,"Virgin Islands, British",42,0,0,2,0,0,2,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,8,2,0,0,0,0,2,0,0,2,0,0,2,0,14,0,0,0,0,0,0,0,0
209,"Virgin Islands, U.S.",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Yemen,1445,5,0,2,2,217,0,17,7,0,7,6,0,0,0,50,8,2,3,5,20,0,4,2,420,15,8,2,0,2,0,0,16,2,482,53,0,9,3,4,6,0,0,0,0,24,9,0,0,0,2,19,8,0,2,0,8
211,Zambia,401,0,2,9,2,57,3,3,2,0,23,22,0,0,2,37,14,3,3,2,0,2,19,8,13,6,2,3,0,3,0,2,7,2,23,15,2,9,4,4,15,0,2,4,0,4,37,0,0,2,0,14,15,2,6,0,4
212,Zimbabwe,675,3,2,13,2,68,10,10,2,2,28,42,0,2,2,9,37,4,7,9,2,2,28,48,14,4,0,13,0,10,2,5,24,2,33,18,3,27,8,9,21,0,6,0,0,9,84,0,0,2,0,31,10,8,2,0,7
213,Unknown,206,0,0,5,0,22,2,2,0,0,21,6,0,3,0,9,3,0,2,0,0,0,17,10,10,1,0,2,0,1,2,1,10,1,22,5,0,3,0,3,2,0,1,1,0,1,15,0,0,1,0,3,0,0,0,0,19
