"","X","NATZin","NATZs"
"77","S.Amer.","TX",1609
"78","S.Amer.","FL",7746
"79","S.Amer.","NY",11694
"80","S.Amer.","WA.OR",422
"81","S.Amer.","AZ.NM.NV.UT.CO",1056
"82","S.Amer.","MT.WY.ID.ND.SD.NE",98
"83","S.Amer.","KS.OK.MO.AR.IA.TN.KY",568
"84","S.Amer.","LA.MS.AL.GA",669
"85","S.Amer.","MN.WI.IL",1123
"86","S.Amer.","IN.MI.OH.WV",611
"87","S.Amer.","SC.NC.VA",2364
"88","S.Amer.","MD.DC.DE.PA.NJ",7443
"89","S.Amer.","CT.RI.MA.NH.VT.ME",3084
"90","S.Amer.","Other",569
"91","Mexico","CA",40510
"92","Mexico","TX",12736
"93","Mexico","FL",1039
"94","Mexico","NY",1021
"95","Mexico","WA.OR",1892
"96","Mexico","AZ.NM.NV.UT.CO",6615
"97","Mexico","MT.WY.ID.ND.SD.NE",743
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",1563
"99","Mexico","LA.MS.AL.GA",651
"100","Mexico","MN.WI.IL",5702
"101","Mexico","IN.MI.OH.WV",1112
"102","Mexico","SC.NC.VA",882
"103","Mexico","MD.DC.DE.PA.NJ",834
"104","Mexico","CT.RI.MA.NH.VT.ME",337
"105","Mexico","Other",1399
"106","India","CA",8092
"107","India","TX",3051
"108","India","FL",939
"109","India","NY",3507
"110","India","WA.OR",843
"111","India","AZ.NM.NV.UT.CO",594
"112","India","MT.WY.ID.ND.SD.NE",86
"113","India","KS.OK.MO.AR.IA.TN.KY",948
"114","India","LA.MS.AL.GA",1031
"115","India","MN.WI.IL",3555
"116","India","IN.MI.OH.WV",2370
"117","India","SC.NC.VA",1925
"118","India","MD.DC.DE.PA.NJ",6924
"119","India","CT.RI.MA.NH.VT.ME",1777
"120","India","Other",308
"121","China","CA",12659
"122","China","TX",1047
"123","China","FL",363
"124","China","NY",7061
"125","China","WA.OR",1049
"126","China","AZ.NM.NV.UT.CO",630
"127","China","MT.WY.ID.ND.SD.NE",93
"128","China","KS.OK.MO.AR.IA.TN.KY",424
"129","China","LA.MS.AL.GA",336
"130","China","MN.WI.IL",1277
"131","China","IN.MI.OH.WV",948
"132","China","SC.NC.VA",753
"133","China","MD.DC.DE.PA.NJ",2512
"134","China","CT.RI.MA.NH.VT.ME",1839
"135","China","Other",650
