"","X","NATZin","NATZs"
"81","S.Amer.","AZ.NM.NV.UT.CO",1678
"82","S.Amer.","MT.WY.ID.ND.SD.NE",128
"83","S.Amer.","KS.OK.MO.AR.IA.TN.KY",988
"84","S.Amer.","LA.MS.AL.GA",2130
"85","S.Amer.","MN.WI.IL",1551
"86","S.Amer.","IN.MI.OH.WV",900
"87","S.Amer.","SC.NC.VA",3032
"88","S.Amer.","MD.DC.DE.PA.NJ",7420
"89","S.Amer.","CT.RI.MA.NH.VT.ME",4304
"90","S.Amer.","Other",819
"91","Mexico","CA",24446
"92","Mexico","TX",14416
"93","Mexico","FL",1637
"94","Mexico","NY",761
"95","Mexico","WA.OR",2558
"96","Mexico","AZ.NM.NV.UT.CO",8466
"97","Mexico","MT.WY.ID.ND.SD.NE",886
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",2559
"99","Mexico","LA.MS.AL.GA",1682
"100","Mexico","MN.WI.IL",5019
"101","Mexico","IN.MI.OH.WV",1284
"102","Mexico","SC.NC.VA",1438
"103","Mexico","MD.DC.DE.PA.NJ",1100
"104","Mexico","CT.RI.MA.NH.VT.ME",275
"105","Mexico","Other",536
"106","India","CA",12719
"107","India","TX",5876
"108","India","FL",2123
"109","India","NY",3603
"110","India","WA.OR",2034
"111","India","AZ.NM.NV.UT.CO",1531
"112","India","MT.WY.ID.ND.SD.NE",177
"113","India","KS.OK.MO.AR.IA.TN.KY",2300
"114","India","LA.MS.AL.GA",3312
"115","India","MN.WI.IL",5177
"116","India","IN.MI.OH.WV",3835
"117","India","SC.NC.VA",4016
"118","India","MD.DC.DE.PA.NJ",10852
"119","India","CT.RI.MA.NH.VT.ME",3295
"120","India","Other",285
"121","China","CA",11271
"122","China","TX",1705
"123","China","FL",771
"124","China","NY",7167
"125","China","WA.OR",1125
"126","China","AZ.NM.NV.UT.CO",1051
"127","China","MT.WY.ID.ND.SD.NE",151
"128","China","KS.OK.MO.AR.IA.TN.KY",748
"129","China","LA.MS.AL.GA",750
"130","China","MN.WI.IL",1481
"131","China","IN.MI.OH.WV",1086
"132","China","SC.NC.VA",1155
"133","China","MD.DC.DE.PA.NJ",3072
"134","China","CT.RI.MA.NH.VT.ME",1994
"135","China","Other",437
