,NaturalizedCountry2014,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
21,Belize,773,0,2,16,2,261,2,2,2,0,70,6,0,2,0,92,3,0,2,3,7,2,6,5,3,3,0,2,2,2,14,0,20,0,109,11,2,5,4,2,11,0,2,11,0,2,62,2,0,2,0,18,4,0,3,2,2
22,Benin,229,0,0,3,2,10,11,2,0,0,5,6,0,0,0,24,10,2,2,2,3,0,21,6,4,7,2,4,2,6,0,0,7,0,27,7,0,4,4,0,14,0,0,3,0,2,8,0,0,2,2,15,3,2,0,0,2
23,Bermuda,67,2,0,0,0,3,0,0,0,2,14,2,0,0,0,2,0,0,0,0,0,0,3,9,2,0,0,0,0,0,2,2,4,0,9,3,0,2,2,0,2,0,0,2,0,3,2,0,0,0,0,4,2,0,0,0,0
24,Bhutan,2639,0,3,119,0,63,68,0,0,2,11,177,0,0,16,65,0,35,15,75,0,0,64,69,52,63,2,50,0,10,9,107,6,5,237,64,43,346,0,49,255,0,5,2,30,28,146,0,0,102,69,48,128,0,0,0,3
25,Bolivia,1527,2,2,10,3,139,16,15,2,11,234,11,0,2,2,25,3,0,2,3,3,0,94,29,3,9,2,3,2,0,12,2,50,8,72,15,0,6,3,3,19,3,34,22,0,3,74,2,0,16,0,549,6,2,5,0,2
26,Bosnia-Herzegovina,2509,2,0,90,2,75,35,69,0,2,213,179,0,3,43,163,44,133,6,93,9,2,13,31,106,44,0,306,0,16,31,25,26,2,161,30,19,77,4,18,66,0,2,5,16,46,100,0,0,59,9,60,42,0,28,0,5
27,Botswana,24,0,0,0,0,0,2,2,0,0,6,0,0,2,0,2,2,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0
28,Brazil,8625,27,6,54,16,862,48,287,6,24,2201,292,0,31,8,114,34,18,21,19,39,8,131,1506,68,49,7,26,5,13,53,64,664,13,579,131,2,64,16,24,125,2,36,75,2,43,380,2,0,115,4,164,93,2,32,4,17
29,British Virgin Islands,49,0,0,0,0,2,0,0,0,0,15,2,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0
30,Brunei,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
31,Bulgaria,2226,2,3,37,3,266,26,24,9,11,183,72,0,3,4,445,14,9,7,9,7,7,35,126,36,20,0,52,0,3,91,2,93,4,180,28,3,33,5,11,65,2,3,20,4,11,68,0,0,12,2,92,67,2,17,0,2
32,Burkina Faso,235,2,0,2,0,7,3,2,0,2,5,8,0,0,0,6,2,2,0,2,4,0,16,6,2,3,0,2,0,4,0,0,14,2,63,4,0,6,9,0,12,0,2,8,0,2,20,0,0,2,0,13,2,2,3,2,0
33,Burma,4225,0,0,66,4,490,44,60,3,0,122,80,0,6,26,144,362,54,52,51,4,2,164,41,50,391,2,41,2,159,13,2,28,10,538,237,0,73,61,30,66,0,2,31,44,53,327,2,0,69,15,50,69,9,76,0,3
34,Burundi,415,2,0,24,0,9,4,2,0,0,7,16,0,0,20,27,0,15,8,11,2,7,8,10,3,3,0,15,0,8,0,2,2,4,23,4,2,21,2,8,9,0,2,5,8,11,59,0,0,15,9,19,11,0,2,0,0
35,Cambodia,2866,5,3,18,22,855,32,50,2,2,74,71,2,10,3,32,13,16,13,32,6,21,26,373,24,131,10,18,0,2,10,3,11,0,68,48,0,48,5,46,175,0,45,12,4,25,187,0,0,33,0,65,196,0,14,2,4
36,Cameroon,2120,6,2,23,10,103,19,5,28,34,38,103,0,2,2,69,7,3,13,19,13,10,616,81,35,94,2,17,0,11,6,0,49,12,88,28,5,65,34,2,28,0,0,45,2,12,223,3,2,3,0,126,6,5,9,0,5
37,Canada,8385,37,33,279,28,1239,144,152,7,23,947,189,0,43,39,258,77,39,38,51,35,77,87,328,383,128,8,70,43,29,118,93,235,35,574,289,20,208,25,94,186,2,13,131,13,108,619,2,2,90,37,193,373,7,80,12,16
38,Cape Verde,979,0,0,0,0,2,0,23,0,2,18,2,0,2,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,2,10,0,14,3,0,2,2,0,3,0,165,3,0,0,0,0,0,2,0,2,0,0,0,0,2
39,Cayman Islands,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
40,Central African Republic,44,0,0,2,0,2,2,0,0,2,2,2,0,0,0,2,0,0,0,2,0,2,5,2,2,0,0,0,0,0,0,0,2,2,4,3,0,3,2,0,0,0,0,0,0,2,2,0,0,2,0,4,0,0,0,0,0
41,Chad,74,0,0,2,0,2,2,2,0,0,0,2,0,0,0,2,10,0,2,2,2,2,6,2,2,0,0,0,0,2,2,0,10,0,7,0,0,5,0,0,5,0,0,2,0,0,7,0,0,0,0,2,2,0,0,0,3
42,Chile,1435,2,2,14,2,186,17,23,2,10,380,24,0,5,4,29,10,3,3,4,12,0,38,45,9,7,3,5,2,3,13,2,67,5,159,26,0,9,4,15,35,6,5,13,0,9,75,0,0,53,0,59,24,0,12,2,2
43,"China, People's Republic",30284,62,18,213,57,9065,196,262,49,42,681,463,33,211,32,978,190,49,91,72,124,40,518,1195,306,271,62,204,15,36,341,32,879,46,8263,352,18,403,122,224,887,21,45,209,18,182,1237,9,4,80,18,610,530,28,153,8,30
44,Christmas Island,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Colombia,16478,23,15,86,17,807,80,295,10,27,6964,529,2,13,17,258,48,18,19,23,52,7,207,499,45,54,15,57,2,14,90,30,1667,16,1858,332,5,74,36,17,220,89,140,194,5,79,892,10,2,87,3,266,70,2,59,2,32
46,Comoros,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Congo, Democratic Republic",1246,9,6,38,0,43,28,19,4,2,13,65,0,0,31,82,10,32,0,34,11,11,65,44,18,22,2,12,0,9,2,16,11,3,56,118,5,34,6,6,26,0,4,7,24,21,195,2,0,15,11,52,14,0,4,2,4
48,"Congo, Republic",438,2,2,33,0,18,9,2,2,3,7,13,0,0,5,27,4,10,2,11,4,3,15,12,6,3,0,7,0,3,2,0,13,5,46,30,6,15,2,5,13,0,0,4,2,8,41,0,0,11,9,16,7,0,0,2,2
49,Cook Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
50,Costa Rica,1461,3,0,18,5,156,17,27,4,4,302,38,0,2,5,17,7,4,9,3,10,2,23,24,9,17,5,8,0,2,16,0,273,2,110,80,2,8,6,8,46,7,5,32,0,12,73,0,2,13,3,18,12,3,8,0,4
51,Cote d'Ivoire,910,3,2,8,2,37,12,9,5,5,12,48,0,0,2,34,10,3,2,6,2,2,90,20,14,17,2,4,0,4,4,2,51,0,259,17,2,19,5,2,45,0,3,16,2,9,48,4,0,6,0,34,17,3,9,2,5
52,Croatia,428,2,2,16,0,38,4,6,3,4,47,7,0,0,2,33,8,2,2,4,0,2,3,18,12,2,2,5,0,2,3,3,15,0,57,6,0,36,2,4,11,0,0,2,2,6,15,0,0,2,2,23,3,0,15,0,2
53,Cuba,24092,11,6,104,4,260,22,30,2,5,20729,131,0,5,2,69,10,8,22,221,85,0,12,39,49,18,12,50,0,54,388,2,385,69,245,88,2,15,10,56,91,92,3,50,2,64,400,6,2,10,0,106,21,0,5,0,21
54,Curacao,11,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Cyprus,112,0,2,3,0,20,0,4,0,2,8,2,0,0,2,2,2,0,0,0,0,0,2,6,2,2,0,0,0,0,2,2,8,2,23,2,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,5,4,0,2,0,0
56,Czech Republic,565,2,4,7,2,88,14,8,2,6,80,12,2,2,2,55,8,5,5,2,3,2,14,26,13,9,2,3,2,2,4,0,16,4,40,20,0,3,0,3,14,0,2,4,0,5,21,0,0,4,3,21,19,0,5,2,0
57,Czechoslovakia (former),303,2,2,5,0,53,5,4,0,5,35,7,0,2,2,20,4,2,2,3,0,0,5,10,3,3,2,0,0,2,2,2,12,2,30,11,0,4,2,5,9,0,2,3,0,4,7,0,2,2,2,8,22,0,4,0,0
58,Denmark,129,0,2,2,0,30,4,3,0,2,13,4,0,2,0,5,0,2,0,0,2,0,2,2,2,3,0,2,2,0,2,0,2,2,8,4,0,2,2,3,3,0,0,2,0,2,9,0,0,2,2,0,10,2,2,0,2
59,Djibouti,26,0,0,0,0,3,3,0,0,0,0,2,0,0,0,4,2,0,0,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
60,Dominica,520,2,4,0,0,13,2,12,0,2,74,25,0,0,0,5,2,0,0,4,0,0,7,30,2,0,2,2,0,2,0,0,33,2,105,5,0,0,4,0,5,0,2,7,0,4,23,0,138,0,0,7,0,0,2,0,2
61,Dominican Republic,23775,8,32,29,6,80,13,361,21,30,2478,206,2,13,3,64,45,5,12,17,70,4,144,2042,57,30,9,23,2,4,37,80,3235,4,10080,254,2,126,15,3,1064,1832,667,72,2,28,127,5,91,34,2,118,18,5,31,0,36
62,East Timor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Ecuador,6952,5,5,35,6,321,15,263,6,8,1040,70,2,9,2,202,15,5,13,8,21,4,88,89,11,95,5,12,0,8,25,14,1243,8,2524,141,3,29,9,7,127,17,16,49,0,17,147,2,0,59,2,97,20,3,16,0,16
64,Egypt,5094,13,2,29,5,804,18,54,12,4,289,50,0,2,2,100,48,10,11,23,19,4,59,195,89,53,2,20,0,9,26,11,895,9,704,120,0,130,8,49,242,0,11,46,0,306,239,0,0,4,7,279,51,3,20,2,9
65,El Salvador,15598,8,9,129,139,6486,67,50,8,138,521,219,0,8,18,109,49,36,51,20,30,6,807,484,24,88,10,34,0,74,331,5,404,23,1136,307,2,43,15,45,62,11,31,42,8,72,1999,3,0,135,2,1154,110,5,12,2,19
66,Equatorial Guinea,12,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
67,Eritrea,1045,0,0,15,2,173,30,2,5,33,14,42,0,0,2,24,19,9,2,0,2,0,65,28,6,51,0,24,2,2,39,0,15,0,18,37,2,44,2,12,25,0,3,2,16,13,85,0,0,10,0,77,90,2,5,0,2
68,Estonia,183,0,2,0,0,31,0,6,0,0,25,3,0,0,2,10,2,2,2,2,2,2,4,5,2,2,0,5,0,0,5,0,13,2,25,3,0,3,0,0,5,0,0,2,0,2,5,0,0,2,0,8,8,0,2,0,0
69,Ethiopia,7002,6,5,68,7,653,262,15,3,306,96,457,0,2,5,127,33,28,47,31,9,13,731,197,37,596,4,51,0,29,297,2,45,3,125,126,7,207,22,89,129,2,2,19,63,105,536,0,0,17,0,938,408,8,23,0,13
70,Fiji,770,0,0,6,0,605,0,3,0,0,6,6,0,6,0,5,0,2,2,0,2,0,0,4,0,0,2,2,0,0,6,0,2,0,3,2,2,3,2,19,3,0,2,3,0,2,9,0,0,9,0,2,58,0,0,0,0
71,Finland,274,0,2,2,2,58,2,5,0,3,33,9,0,2,2,8,0,2,2,2,0,3,0,14,3,8,0,2,2,2,2,2,8,2,32,8,0,2,2,5,7,2,2,3,0,2,17,0,0,2,2,10,6,0,2,0,2
72,France,2589,5,2,41,3,626,26,42,9,26,296,61,0,18,4,83,12,7,7,6,12,5,66,114,31,39,2,10,2,2,22,3,99,16,361,39,0,21,6,21,64,4,10,26,2,14,153,2,8,9,2,86,41,2,18,0,8
73,French Polynesia,20,0,0,2,0,3,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
74,Gabon,63,0,0,0,0,2,0,0,0,2,3,4,0,0,0,3,2,2,0,0,0,0,9,3,2,2,0,2,0,0,2,0,2,0,6,2,0,4,2,0,2,0,0,3,0,0,9,0,0,0,0,2,0,0,0,0,0
75,Gambia,510,2,8,2,0,9,2,3,0,0,4,40,0,0,2,3,2,2,8,8,2,0,33,10,10,29,0,2,0,2,2,0,10,2,127,31,2,18,2,2,13,0,11,4,0,7,22,0,0,0,0,11,49,0,23,0,2
76,Georgia,898,2,2,0,2,139,6,18,0,2,31,19,0,2,4,22,2,2,3,0,2,0,18,14,3,7,2,2,2,0,4,0,82,2,357,2,2,14,2,3,67,0,2,5,0,3,8,2,0,2,0,29,13,0,3,0,2
77,Germany,4375,28,19,74,11,730,123,80,12,18,388,136,2,44,7,132,46,22,28,34,25,14,86,148,133,47,16,57,18,14,40,21,151,36,341,131,12,89,15,71,124,2,18,73,10,54,270,4,0,30,10,191,93,10,58,5,24
78,Ghana,5108,2,6,26,14,141,65,141,35,12,86,259,0,6,6,227,24,9,8,29,13,2,383,304,34,69,6,24,2,13,22,9,453,2,1120,117,10,319,55,11,126,0,17,95,2,38,232,6,0,6,6,463,26,5,16,2,6
79,Gibraltar,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Greece,780,2,2,6,0,69,8,19,3,0,60,11,0,0,0,47,8,2,2,2,2,0,21,64,27,6,0,3,0,2,11,9,51,0,190,18,2,16,2,0,37,0,8,11,0,5,21,0,2,5,2,15,5,2,5,0,4
81,Grenada,544,3,2,2,0,2,0,2,0,2,46,17,0,0,0,3,0,2,0,2,0,2,9,8,2,0,2,0,0,0,0,0,10,0,382,6,0,0,3,2,7,2,2,3,0,0,11,0,5,2,0,12,0,0,0,0,2
82,Guam,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Guatemala,8549,15,5,105,36,3972,55,112,7,15,544,138,0,6,5,266,39,23,24,19,37,4,139,353,26,43,6,38,4,110,170,4,294,12,406,115,2,26,35,64,50,6,199,28,17,54,495,3,0,85,4,227,73,2,18,2,14
84,Guinea,908,4,0,0,0,13,3,19,4,4,3,66,0,0,2,14,14,3,2,2,2,0,69,26,9,17,2,2,0,0,2,0,16,2,438,12,0,47,0,2,44,0,5,2,0,20,19,2,0,0,2,16,2,0,3,0,2
85,Guinea-Bissau,27,0,0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0
86,Guyana,4327,3,2,5,0,54,2,82,18,11,390,106,0,2,0,20,3,2,2,4,8,0,89,28,6,82,3,6,0,2,6,2,368,0,2757,32,0,22,6,2,48,0,2,37,0,7,43,3,12,0,0,39,5,2,5,0,3
87,Haiti,13676,3,2,9,3,59,13,282,58,7,7063,236,0,8,2,65,23,2,7,16,33,4,135,1494,24,19,5,16,0,3,11,13,929,2,2341,69,0,33,14,6,292,8,47,70,2,27,70,3,23,9,3,77,11,4,4,2,18
88,Honduras,4433,7,4,29,19,565,24,41,6,12,1054,85,0,2,7,68,34,20,13,12,190,2,86,126,18,15,9,23,0,14,52,10,268,8,468,141,0,36,11,14,50,6,14,50,3,50,484,2,0,31,2,206,21,2,14,2,7
89,Hong Kong,1801,2,2,25,2,761,9,6,0,2,64,27,2,24,2,37,10,3,5,3,5,3,32,90,13,8,0,8,0,4,32,4,63,2,236,22,0,21,5,15,16,0,3,5,0,5,105,0,0,13,0,26,72,0,8,0,3
90,Hungary,891,3,2,12,2,143,19,24,0,5,182,15,2,4,2,15,13,0,4,2,3,0,14,27,11,5,2,7,2,0,31,4,57,4,136,12,2,16,0,4,17,0,3,10,2,8,25,0,0,3,2,27,9,0,5,0,2
91,Iceland,70,0,0,2,2,12,0,3,0,0,10,3,0,0,2,0,3,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,0,6,2,0,0,0,2,3,0,0,0,0,2,6,0,0,2,2,0,5,0,2,0,0
92,India,37854,149,5,363,125,8327,191,587,178,30,1400,1365,2,23,29,2314,386,96,215,195,136,27,864,1171,924,379,110,316,10,66,130,88,4207,51,2673,798,17,873,136,185,1524,2,43,290,18,414,3624,4,5,103,19,1555,759,34,264,5,51
93,Indonesia,1568,3,0,26,6,589,35,18,3,2,49,51,2,4,3,32,11,3,8,6,7,2,39,20,12,8,2,5,2,4,16,34,49,2,128,16,0,21,10,16,76,0,2,9,2,3,115,0,0,9,2,38,59,0,7,2,5
94,Iran,9620,17,6,163,7,5812,61,51,9,15,213,165,2,8,26,183,25,16,29,25,19,14,275,142,61,50,8,46,2,8,82,5,89,20,301,68,2,80,31,54,67,2,11,20,4,79,620,0,0,73,2,351,151,14,28,0,10
95,Iraq,12377,20,2,664,11,2996,131,51,2,12,232,144,0,2,169,762,34,48,51,140,33,96,112,269,2742,131,2,137,5,100,72,31,83,30,243,146,39,202,8,91,236,0,11,39,24,223,803,0,0,178,22,572,148,4,62,3,11
96,Ireland,1413,4,2,18,3,214,13,36,4,7,74,22,0,2,3,78,6,2,3,6,5,5,16,228,3,9,2,7,0,2,13,20,61,2,309,28,2,10,2,6,55,0,4,11,0,9,41,0,0,4,4,25,20,2,9,0,6
97,Israel,3015,2,0,20,4,646,19,13,8,4,377,78,0,2,2,98,21,4,6,7,7,0,61,108,39,15,3,13,2,2,49,4,234,5,654,39,2,46,2,9,77,2,4,13,0,14,135,2,2,6,0,53,81,0,22,0,5
98,Italy,2313,3,3,32,3,321,21,57,4,13,278,32,0,5,3,77,10,2,6,4,4,2,37,130,60,11,2,8,4,2,27,4,187,2,512,43,0,32,3,18,94,8,14,9,0,9,60,0,0,9,4,78,33,7,11,2,15
99,Jamaica,13547,17,5,31,2,193,27,743,52,34,3825,685,2,9,2,215,42,4,11,10,28,11,359,400,71,25,28,35,2,4,22,10,813,2,4407,140,2,81,58,3,347,0,18,194,4,24,202,8,11,14,11,215,26,14,34,2,16
100,Japan,1635,4,3,24,3,550,13,8,2,3,43,31,15,154,3,49,18,2,4,9,3,4,23,32,25,14,2,9,4,2,25,3,70,3,193,24,2,25,4,15,20,0,4,5,2,7,56,0,3,11,2,43,54,2,4,2,5
101,Jordan,2427,3,2,45,10,328,9,7,2,3,156,26,0,2,2,291,30,7,11,27,48,2,27,27,123,31,11,35,0,3,11,3,140,5,163,64,2,176,9,7,71,8,5,17,0,51,235,0,7,6,2,103,35,2,31,0,11
102,Kazakhstan,789,0,3,9,2,133,9,7,0,2,53,16,0,0,5,26,5,2,0,5,7,6,15,32,8,19,2,11,2,0,3,2,29,2,121,9,2,18,5,28,41,0,0,7,0,3,40,2,0,5,2,43,46,0,5,0,2
103,Kenya,3885,23,5,64,9,287,34,16,49,12,90,228,0,5,5,78,66,37,88,22,5,7,189,334,40,358,5,113,2,14,29,26,167,5,100,141,9,110,93,16,110,0,3,67,6,40,426,2,0,9,7,135,168,2,21,2,7
104,Kiribati,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
105,"Korea, North",24,0,0,2,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0
106,"Korea, South",13587,55,55,103,21,4306,152,91,18,13,235,668,42,203,15,651,77,24,27,25,30,13,442,203,230,70,12,72,3,9,121,19,1159,17,1244,224,2,124,159,72,343,0,15,124,2,88,659,10,5,31,5,812,396,3,35,3,50
107,Kosovo,392,0,0,4,0,9,0,33,0,0,18,10,0,0,0,15,0,2,0,11,2,0,3,8,26,4,2,17,2,2,2,2,24,2,133,7,0,2,2,2,11,0,2,2,2,4,26,0,0,4,0,3,2,0,3,0,0
