"","X","LPRin","LPRs"
"90","S.Amer.","Other",578
"91","Mexico","CA",45908
"92","Mexico","TX",35136
"93","Mexico","FL",3146
"94","Mexico","NY",1689
"95","Mexico","WA.OR",4042
"96","Mexico","AZ.NM.NV.UT.CO",15917
"97","Mexico","MT.WY.ID.ND.SD.NE",1875
"98","Mexico","KS.OK.MO.AR.IA.TN.KY",6123
"99","Mexico","LA.MS.AL.GA",3722
"100","Mexico","MN.WI.IL",8653
"101","Mexico","IN.MI.OH.WV",2786
"102","Mexico","SC.NC.VA",3095
"103","Mexico","MD.DC.DE.PA.NJ",2184
"104","Mexico","CT.RI.MA.NH.VT.ME",539
"105","Mexico","Other",210
"106","India","CA",13735
"107","India","TX",6499
"108","India","FL",2014
"109","India","NY",4445
"110","India","WA.OR",2684
"111","India","AZ.NM.NV.UT.CO",1641
"112","India","MT.WY.ID.ND.SD.NE",316
"113","India","KS.OK.MO.AR.IA.TN.KY",2818
"114","India","LA.MS.AL.GA",3222
"115","India","MN.WI.IL",5965
"116","India","IN.MI.OH.WV",4305
"117","India","SC.NC.VA",4551
"118","India","MD.DC.DE.PA.NJ",12822
"119","India","CT.RI.MA.NH.VT.ME",3389
"120","India","Other",34
"121","China","CA",20134
"122","China","TX",3281
"123","China","FL",1595
"124","China","NY",20218
"125","China","WA.OR",2414
"126","China","AZ.NM.NV.UT.CO",1996
"127","China","MT.WY.ID.ND.SD.NE",368
"128","China","KS.OK.MO.AR.IA.TN.KY",2047
"129","China","LA.MS.AL.GA",1913
"130","China","MN.WI.IL",3137
"131","China","IN.MI.OH.WV",2281
"132","China","SC.NC.VA",2563
"133","China","MD.DC.DE.PA.NJ",5627
"134","China","CT.RI.MA.NH.VT.ME",3390
"135","China","Other",759
